"Observations","count","prop","win_start","win_end","win_days","region","regname"
"22",1,0.00165837479270315,"2002-01-01","2015-01-01",4748,2,"Wellington"
"26",1,0.00165837479270315,"2002-01-01","2015-01-01",4748,2,"Wellington"
"3",71,0.117744610281924,"2002-01-01","2015-01-01",4748,2,"Wellington"
"4",52,0.0862354892205638,"2002-01-01","2015-01-01",4748,2,"Wellington"
"5",40,0.066334991708126,"2002-01-01","2015-01-01",4748,2,"Wellington"
"6",41,0.0679933665008292,"2002-01-01","2015-01-01",4748,2,"Wellington"
"7",25,0.0414593698175788,"2002-01-01","2015-01-01",4748,2,"Wellington"
"8",28,0.0464344941956882,"2002-01-01","2015-01-01",4748,2,"Wellington"
"9",25,0.0414593698175788,"2002-01-01","2015-01-01",4748,2,"Wellington"
"1",132,0.229565217391304,"2003-01-01","2015-01-01",4383,2,"Wellington"
"10",14,0.0243478260869565,"2003-01-01","2015-01-01",4383,2,"Wellington"
"11",12,0.0208695652173913,"2003-01-01","2015-01-01",4383,2,"Wellington"
"12",16,0.0278260869565217,"2003-01-01","2015-01-01",4383,2,"Wellington"
"13",5,0.00869565217391304,"2003-01-01","2015-01-01",4383,2,"Wellington"
"14",5,0.00869565217391304,"2003-01-01","2015-01-01",4383,2,"Wellington"
"15",2,0.00347826086956522,"2003-01-01","2015-01-01",4383,2,"Wellington"
"16",3,0.00521739130434783,"2003-01-01","2015-01-01",4383,2,"Wellington"
"17",2,0.00347826086956522,"2003-01-01","2015-01-01",4383,2,"Wellington"
"18",3,0.00521739130434783,"2003-01-01","2015-01-01",4383,2,"Wellington"
"2",96,0.16695652173913,"2003-01-01","2015-01-01",4383,2,"Wellington"
"21",1,0.00173913043478261,"2003-01-01","2015-01-01",4383,2,"Wellington"
"25",1,0.00173913043478261,"2003-01-01","2015-01-01",4383,2,"Wellington"
"3",66,0.114782608695652,"2003-01-01","2015-01-01",4383,2,"Wellington"
"4",46,0.08,"2003-01-01","2015-01-01",4383,2,"Wellington"
"5",40,0.0695652173913043,"2003-01-01","2015-01-01",4383,2,"Wellington"
"6",44,0.0765217391304348,"2003-01-01","2015-01-01",4383,2,"Wellington"
"7",27,0.0469565217391304,"2003-01-01","2015-01-01",4383,2,"Wellington"
"8",33,0.0573913043478261,"2003-01-01","2015-01-01",4383,2,"Wellington"
"9",27,0.0469565217391304,"2003-01-01","2015-01-01",4383,2,"Wellington"
"1",123,0.222021660649819,"2004-01-01","2015-01-01",4018,2,"Wellington"
"10",12,0.0216606498194946,"2004-01-01","2015-01-01",4018,2,"Wellington"
"11",14,0.0252707581227437,"2004-01-01","2015-01-01",4018,2,"Wellington"
"12",11,0.01985559566787,"2004-01-01","2015-01-01",4018,2,"Wellington"
"13",3,0.00541516245487365,"2004-01-01","2015-01-01",4018,2,"Wellington"
"14",5,0.00902527075812274,"2004-01-01","2015-01-01",4018,2,"Wellington"
"15",3,0.00541516245487365,"2004-01-01","2015-01-01",4018,2,"Wellington"
"16",4,0.0072202166064982,"2004-01-01","2015-01-01",4018,2,"Wellington"
"18",3,0.00541516245487365,"2004-01-01","2015-01-01",4018,2,"Wellington"
"2",89,0.160649819494585,"2004-01-01","2015-01-01",4018,2,"Wellington"
"22",1,0.00180505415162455,"2004-01-01","2015-01-01",4018,2,"Wellington"
"3",70,0.126353790613718,"2004-01-01","2015-01-01",4018,2,"Wellington"
"4",49,0.0884476534296029,"2004-01-01","2015-01-01",4018,2,"Wellington"
"5",36,0.0649819494584837,"2004-01-01","2015-01-01",4018,2,"Wellington"
"6",43,0.0776173285198556,"2004-01-01","2015-01-01",4018,2,"Wellington"
"7",34,0.0613718411552347,"2004-01-01","2015-01-01",4018,2,"Wellington"
"8",34,0.0613718411552347,"2004-01-01","2015-01-01",4018,2,"Wellington"
"9",20,0.036101083032491,"2004-01-01","2015-01-01",4018,2,"Wellington"
"1",123,0.224043715846995,"2005-01-01","2015-01-01",3652,2,"Wellington"
"10",15,0.0273224043715847,"2005-01-01","2015-01-01",3652,2,"Wellington"
"11",9,0.0163934426229508,"2005-01-01","2015-01-01",3652,2,"Wellington"
"12",5,0.00910746812386157,"2005-01-01","2015-01-01",3652,2,"Wellington"
"13",4,0.00728597449908925,"2005-01-01","2015-01-01",3652,2,"Wellington"
"14",5,0.00910746812386157,"2005-01-01","2015-01-01",3652,2,"Wellington"
"15",3,0.00546448087431694,"2005-01-01","2015-01-01",3652,2,"Wellington"
"16",3,0.00546448087431694,"2005-01-01","2015-01-01",3652,2,"Wellington"
"18",2,0.00364298724954463,"2005-01-01","2015-01-01",3652,2,"Wellington"
"2",92,0.167577413479053,"2005-01-01","2015-01-01",3652,2,"Wellington"
"21",1,0.00182149362477231,"2005-01-01","2015-01-01",3652,2,"Wellington"
"3",66,0.120218579234973,"2005-01-01","2015-01-01",3652,2,"Wellington"
"4",51,0.092896174863388,"2005-01-01","2015-01-01",3652,2,"Wellington"
"5",46,0.0837887067395264,"2005-01-01","2015-01-01",3652,2,"Wellington"
"6",41,0.0746812386156648,"2005-01-01","2015-01-01",3652,2,"Wellington"
"7",33,0.0601092896174863,"2005-01-01","2015-01-01",3652,2,"Wellington"
"8",29,0.0528233151183971,"2005-01-01","2015-01-01",3652,2,"Wellington"
"9",21,0.0382513661202186,"2005-01-01","2015-01-01",3652,2,"Wellington"
"1",124,0.228782287822878,"2006-01-01","2015-01-01",3287,2,"Wellington"
"10",12,0.022140221402214,"2006-01-01","2015-01-01",3287,2,"Wellington"
"11",5,0.00922509225092251,"2006-01-01","2015-01-01",3287,2,"Wellington"
"12",6,0.011070110701107,"2006-01-01","2015-01-01",3287,2,"Wellington"
"13",5,0.00922509225092251,"2006-01-01","2015-01-01",3287,2,"Wellington"
"14",3,0.00553505535055351,"2006-01-01","2015-01-01",3287,2,"Wellington"
"15",2,0.003690036900369,"2006-01-01","2015-01-01",3287,2,"Wellington"
"16",3,0.00553505535055351,"2006-01-01","2015-01-01",3287,2,"Wellington"
"18",3,0.00553505535055351,"2006-01-01","2015-01-01",3287,2,"Wellington"
"2",88,0.162361623616236,"2006-01-01","2015-01-01",3287,2,"Wellington"
"3",69,0.127306273062731,"2006-01-01","2015-01-01",3287,2,"Wellington"
"4",60,0.11070110701107,"2006-01-01","2015-01-01",3287,2,"Wellington"
"5",49,0.0904059040590406,"2006-01-01","2015-01-01",3287,2,"Wellington"
"6",37,0.0682656826568266,"2006-01-01","2015-01-01",3287,2,"Wellington"
"7",30,0.0553505535055351,"2006-01-01","2015-01-01",3287,2,"Wellington"
"8",27,0.0498154981549815,"2006-01-01","2015-01-01",3287,2,"Wellington"
"9",19,0.0350553505535055,"2006-01-01","2015-01-01",3287,2,"Wellington"
"1",126,0.237735849056604,"2007-01-01","2015-01-01",2922,2,"Wellington"
"10",5,0.00943396226415094,"2007-01-01","2015-01-01",2922,2,"Wellington"
"11",7,0.0132075471698113,"2007-01-01","2015-01-01",2922,2,"Wellington"
"12",6,0.0113207547169811,"2007-01-01","2015-01-01",2922,2,"Wellington"
"13",3,0.00566037735849057,"2007-01-01","2015-01-01",2922,2,"Wellington"
"14",3,0.00566037735849057,"2007-01-01","2015-01-01",2922,2,"Wellington"
"15",2,0.00377358490566038,"2007-01-01","2015-01-01",2922,2,"Wellington"
"16",2,0.00377358490566038,"2007-01-01","2015-01-01",2922,2,"Wellington"
"17",2,0.00377358490566038,"2007-01-01","2015-01-01",2922,2,"Wellington"
"2",89,0.167924528301887,"2007-01-01","2015-01-01",2922,2,"Wellington"
"3",79,0.149056603773585,"2007-01-01","2015-01-01",2922,2,"Wellington"
"4",49,0.0924528301886792,"2007-01-01","2015-01-01",2922,2,"Wellington"
"5",49,0.0924528301886792,"2007-01-01","2015-01-01",2922,2,"Wellington"
"6",35,0.0660377358490566,"2007-01-01","2015-01-01",2922,2,"Wellington"
"7",30,0.0566037735849057,"2007-01-01","2015-01-01",2922,2,"Wellington"
"8",22,0.0415094339622641,"2007-01-01","2015-01-01",2922,2,"Wellington"
"9",21,0.039622641509434,"2007-01-01","2015-01-01",2922,2,"Wellington"
"1",118,0.236947791164659,"2008-01-01","2015-01-01",2557,2,"Wellington"
"10",4,0.00803212851405622,"2008-01-01","2015-01-01",2557,2,"Wellington"
"11",1,0.00200803212851406,"2008-01-01","2015-01-01",2557,2,"Wellington"
"12",4,0.00803212851405622,"2008-01-01","2015-01-01",2557,2,"Wellington"
"13",4,0.00803212851405622,"2008-01-01","2015-01-01",2557,2,"Wellington"
"14",4,0.00803212851405622,"2008-01-01","2015-01-01",2557,2,"Wellington"
"15",3,0.00602409638554217,"2008-01-01","2015-01-01",2557,2,"Wellington"
"2",87,0.174698795180723,"2008-01-01","2015-01-01",2557,2,"Wellington"
"3",89,0.178714859437751,"2008-01-01","2015-01-01",2557,2,"Wellington"
"4",42,0.0843373493975904,"2008-01-01","2015-01-01",2557,2,"Wellington"
"5",39,0.0783132530120482,"2008-01-01","2015-01-01",2557,2,"Wellington"
"6",41,0.0823293172690763,"2008-01-01","2015-01-01",2557,2,"Wellington"
"7",29,0.0582329317269076,"2008-01-01","2015-01-01",2557,2,"Wellington"
"8",22,0.0441767068273092,"2008-01-01","2015-01-01",2557,2,"Wellington"
"9",11,0.0220883534136546,"2008-01-01","2015-01-01",2557,2,"Wellington"
"1",115,0.248380129589633,"2009-01-01","2015-01-01",2191,2,"Wellington"
"10",1,0.00215982721382289,"2009-01-01","2015-01-01",2191,2,"Wellington"
"11",6,0.0129589632829374,"2009-01-01","2015-01-01",2191,2,"Wellington"
"12",3,0.00647948164146868,"2009-01-01","2015-01-01",2191,2,"Wellington"
"13",5,0.0107991360691145,"2009-01-01","2015-01-01",2191,2,"Wellington"
"14",1,0.00215982721382289,"2009-01-01","2015-01-01",2191,2,"Wellington"
"2",100,0.215982721382289,"2009-01-01","2015-01-01",2191,2,"Wellington"
"3",75,0.161987041036717,"2009-01-01","2015-01-01",2191,2,"Wellington"
"4",43,0.0928725701943845,"2009-01-01","2015-01-01",2191,2,"Wellington"
"5",35,0.0755939524838013,"2009-01-01","2015-01-01",2191,2,"Wellington"
"6",41,0.0885529157667387,"2009-01-01","2015-01-01",2191,2,"Wellington"
"7",22,0.0475161987041037,"2009-01-01","2015-01-01",2191,2,"Wellington"
"8",11,0.0237580993520518,"2009-01-01","2015-01-01",2191,2,"Wellington"
"9",5,0.0107991360691145,"2009-01-01","2015-01-01",2191,2,"Wellington"
"1",131,0.301149425287356,"2010-01-01","2015-01-01",1826,2,"Wellington"
"10",2,0.00459770114942529,"2010-01-01","2015-01-01",1826,2,"Wellington"
"11",5,0.0114942528735632,"2010-01-01","2015-01-01",1826,2,"Wellington"
"12",2,0.00459770114942529,"2010-01-01","2015-01-01",1826,2,"Wellington"
"2",101,0.232183908045977,"2010-01-01","2015-01-01",1826,2,"Wellington"
"3",66,0.151724137931034,"2010-01-01","2015-01-01",1826,2,"Wellington"
"4",42,0.096551724137931,"2010-01-01","2015-01-01",1826,2,"Wellington"
"5",39,0.0896551724137931,"2010-01-01","2015-01-01",1826,2,"Wellington"
"6",27,0.0620689655172414,"2010-01-01","2015-01-01",1826,2,"Wellington"
"7",9,0.0206896551724138,"2010-01-01","2015-01-01",1826,2,"Wellington"
"8",6,0.0137931034482759,"2010-01-01","2015-01-01",1826,2,"Wellington"
"9",5,0.0114942528735632,"2010-01-01","2015-01-01",1826,2,"Wellington"
"1",123,0.328,"2011-01-01","2015-01-01",1461,2,"Wellington"
"10",3,0.008,"2011-01-01","2015-01-01",1461,2,"Wellington"
"11",2,0.00533333333333333,"2011-01-01","2015-01-01",1461,2,"Wellington"
"2",96,0.256,"2011-01-01","2015-01-01",1461,2,"Wellington"
"3",61,0.162666666666667,"2011-01-01","2015-01-01",1461,2,"Wellington"
"4",34,0.0906666666666667,"2011-01-01","2015-01-01",1461,2,"Wellington"
"5",28,0.0746666666666667,"2011-01-01","2015-01-01",1461,2,"Wellington"
"6",18,0.048,"2011-01-01","2015-01-01",1461,2,"Wellington"
"7",8,0.0213333333333333,"2011-01-01","2015-01-01",1461,2,"Wellington"
"8",1,0.00266666666666667,"2011-01-01","2015-01-01",1461,2,"Wellington"
"9",1,0.00266666666666667,"2011-01-01","2015-01-01",1461,2,"Wellington"
"1",128,0.4,"2012-01-01","2015-01-01",1096,2,"Wellington"
"10",1,0.003125,"2012-01-01","2015-01-01",1096,2,"Wellington"
"2",86,0.26875,"2012-01-01","2015-01-01",1096,2,"Wellington"
"3",52,0.1625,"2012-01-01","2015-01-01",1096,2,"Wellington"
"4",30,0.09375,"2012-01-01","2015-01-01",1096,2,"Wellington"
"5",14,0.04375,"2012-01-01","2015-01-01",1096,2,"Wellington"
"6",6,0.01875,"2012-01-01","2015-01-01",1096,2,"Wellington"
"7",2,0.00625,"2012-01-01","2015-01-01",1096,2,"Wellington"
"8",1,0.003125,"2012-01-01","2015-01-01",1096,2,"Wellington"
"1",142,0.494773519163763,"2013-01-01","2015-01-01",730,2,"Wellington"
"2",79,0.275261324041812,"2013-01-01","2015-01-01",730,2,"Wellington"
"3",36,0.125435540069686,"2013-01-01","2015-01-01",730,2,"Wellington"
"4",21,0.0731707317073171,"2013-01-01","2015-01-01",730,2,"Wellington"
"5",5,0.0174216027874564,"2013-01-01","2015-01-01",730,2,"Wellington"
"6",3,0.0104529616724739,"2013-01-01","2015-01-01",730,2,"Wellington"
"7",1,0.00348432055749129,"2013-01-01","2015-01-01",730,2,"Wellington"
"1",115,0.628415300546448,"2014-01-01","2015-01-01",365,2,"Wellington"
"2",44,0.240437158469945,"2014-01-01","2015-01-01",365,2,"Wellington"
"3",20,0.109289617486339,"2014-01-01","2015-01-01",365,2,"Wellington"
"4",4,0.0218579234972678,"2014-01-01","2015-01-01",365,2,"Wellington"
"1",141,0.213313161875946,"2001-01-01","2016-01-01",5478,2,"Wellington"
"10",14,0.0211800302571861,"2001-01-01","2016-01-01",5478,2,"Wellington"
"11",17,0.0257186081694402,"2001-01-01","2016-01-01",5478,2,"Wellington"
"12",12,0.0181543116490166,"2001-01-01","2016-01-01",5478,2,"Wellington"
"13",20,0.0302571860816944,"2001-01-01","2016-01-01",5478,2,"Wellington"
"14",10,0.0151285930408472,"2001-01-01","2016-01-01",5478,2,"Wellington"
"15",6,0.00907715582450832,"2001-01-01","2016-01-01",5478,2,"Wellington"
"16",5,0.0075642965204236,"2001-01-01","2016-01-01",5478,2,"Wellington"
"18",5,0.0075642965204236,"2001-01-01","2016-01-01",5478,2,"Wellington"
"2",110,0.166414523449319,"2001-01-01","2016-01-01",5478,2,"Wellington"
"20",3,0.00453857791225416,"2001-01-01","2016-01-01",5478,2,"Wellington"
"21",1,0.00151285930408472,"2001-01-01","2016-01-01",5478,2,"Wellington"
"24",1,0.00151285930408472,"2001-01-01","2016-01-01",5478,2,"Wellington"
"25",1,0.00151285930408472,"2001-01-01","2016-01-01",5478,2,"Wellington"
"26",1,0.00151285930408472,"2001-01-01","2016-01-01",5478,2,"Wellington"
"3",85,0.128593040847201,"2001-01-01","2016-01-01",5478,2,"Wellington"
"4",64,0.0968229954614221,"2001-01-01","2016-01-01",5478,2,"Wellington"
"5",39,0.0590015128593041,"2001-01-01","2016-01-01",5478,2,"Wellington"
"6",37,0.0559757942511346,"2001-01-01","2016-01-01",5478,2,"Wellington"
"7",34,0.0514372163388805,"2001-01-01","2016-01-01",5478,2,"Wellington"
"8",31,0.0468986384266263,"2001-01-01","2016-01-01",5478,2,"Wellington"
"9",24,0.0363086232980333,"2001-01-01","2016-01-01",5478,2,"Wellington"
"1",142,0.222222222222222,"2002-01-01","2016-01-01",5113,2,"Wellington"
"10",20,0.0312989045383412,"2002-01-01","2016-01-01",5113,2,"Wellington"
"11",17,0.02660406885759,"2002-01-01","2016-01-01",5113,2,"Wellington"
"12",13,0.0203442879499218,"2002-01-01","2016-01-01",5113,2,"Wellington"
"13",17,0.02660406885759,"2002-01-01","2016-01-01",5113,2,"Wellington"
"14",8,0.0125195618153365,"2002-01-01","2016-01-01",5113,2,"Wellington"
"15",2,0.00312989045383412,"2002-01-01","2016-01-01",5113,2,"Wellington"
"16",5,0.00782472613458529,"2002-01-01","2016-01-01",5113,2,"Wellington"
"18",4,0.00625978090766823,"2002-01-01","2016-01-01",5113,2,"Wellington"
"19",4,0.00625978090766823,"2002-01-01","2016-01-01",5113,2,"Wellington"
"2",103,0.161189358372457,"2002-01-01","2016-01-01",5113,2,"Wellington"
"22",1,0.00156494522691706,"2002-01-01","2016-01-01",5113,2,"Wellington"
"24",1,0.00156494522691706,"2002-01-01","2016-01-01",5113,2,"Wellington"
"26",1,0.00156494522691706,"2002-01-01","2016-01-01",5113,2,"Wellington"
"3",79,0.123630672926448,"2002-01-01","2016-01-01",5113,2,"Wellington"
"4",61,0.0954616588419405,"2002-01-01","2016-01-01",5113,2,"Wellington"
"5",36,0.0563380281690141,"2002-01-01","2016-01-01",5113,2,"Wellington"
"6",39,0.0610328638497653,"2002-01-01","2016-01-01",5113,2,"Wellington"
"7",29,0.0453834115805947,"2002-01-01","2016-01-01",5113,2,"Wellington"
"8",32,0.0500782472613459,"2002-01-01","2016-01-01",5113,2,"Wellington"
"9",25,0.0391236306729265,"2002-01-01","2016-01-01",5113,2,"Wellington"
"1",133,0.217320261437909,"2003-01-01","2016-01-01",4748,2,"Wellington"
"10",20,0.0326797385620915,"2003-01-01","2016-01-01",4748,2,"Wellington"
"11",11,0.0179738562091503,"2003-01-01","2016-01-01",4748,2,"Wellington"
"12",11,0.0179738562091503,"2003-01-01","2016-01-01",4748,2,"Wellington"
"13",16,0.0261437908496732,"2003-01-01","2016-01-01",4748,2,"Wellington"
"14",4,0.0065359477124183,"2003-01-01","2016-01-01",4748,2,"Wellington"
"16",5,0.00816993464052288,"2003-01-01","2016-01-01",4748,2,"Wellington"
"17",2,0.00326797385620915,"2003-01-01","2016-01-01",4748,2,"Wellington"
"18",5,0.00816993464052288,"2003-01-01","2016-01-01",4748,2,"Wellington"
"19",1,0.00163398692810458,"2003-01-01","2016-01-01",4748,2,"Wellington"
"2",101,0.165032679738562,"2003-01-01","2016-01-01",4748,2,"Wellington"
"23",1,0.00163398692810458,"2003-01-01","2016-01-01",4748,2,"Wellington"
"25",1,0.00163398692810458,"2003-01-01","2016-01-01",4748,2,"Wellington"
"3",73,0.119281045751634,"2003-01-01","2016-01-01",4748,2,"Wellington"
"4",56,0.0915032679738562,"2003-01-01","2016-01-01",4748,2,"Wellington"
"5",36,0.0588235294117647,"2003-01-01","2016-01-01",4748,2,"Wellington"
"6",41,0.0669934640522876,"2003-01-01","2016-01-01",4748,2,"Wellington"
"7",32,0.0522875816993464,"2003-01-01","2016-01-01",4748,2,"Wellington"
"8",33,0.053921568627451,"2003-01-01","2016-01-01",4748,2,"Wellington"
"9",30,0.0490196078431373,"2003-01-01","2016-01-01",4748,2,"Wellington"
"1",124,0.209813874788494,"2004-01-01","2016-01-01",4383,2,"Wellington"
"10",15,0.0253807106598985,"2004-01-01","2016-01-01",4383,2,"Wellington"
"11",12,0.0203045685279188,"2004-01-01","2016-01-01",4383,2,"Wellington"
"12",11,0.0186125211505922,"2004-01-01","2016-01-01",4383,2,"Wellington"
"13",10,0.0169204737732657,"2004-01-01","2016-01-01",4383,2,"Wellington"
"14",4,0.00676818950930626,"2004-01-01","2016-01-01",4383,2,"Wellington"
"15",1,0.00169204737732657,"2004-01-01","2016-01-01",4383,2,"Wellington"
"16",8,0.0135363790186125,"2004-01-01","2016-01-01",4383,2,"Wellington"
"17",1,0.00169204737732657,"2004-01-01","2016-01-01",4383,2,"Wellington"
"18",3,0.0050761421319797,"2004-01-01","2016-01-01",4383,2,"Wellington"
"2",93,0.157360406091371,"2004-01-01","2016-01-01",4383,2,"Wellington"
"20",1,0.00169204737732657,"2004-01-01","2016-01-01",4383,2,"Wellington"
"22",1,0.00169204737732657,"2004-01-01","2016-01-01",4383,2,"Wellington"
"3",78,0.131979695431472,"2004-01-01","2016-01-01",4383,2,"Wellington"
"4",58,0.0981387478849408,"2004-01-01","2016-01-01",4383,2,"Wellington"
"5",32,0.0541455160744501,"2004-01-01","2016-01-01",4383,2,"Wellington"
"6",44,0.0744500846023689,"2004-01-01","2016-01-01",4383,2,"Wellington"
"7",32,0.0541455160744501,"2004-01-01","2016-01-01",4383,2,"Wellington"
"8",39,0.065989847715736,"2004-01-01","2016-01-01",4383,2,"Wellington"
"9",24,0.0406091370558376,"2004-01-01","2016-01-01",4383,2,"Wellington"
"1",123,0.209897610921502,"2005-01-01","2016-01-01",4017,2,"Wellington"
"10",16,0.0273037542662116,"2005-01-01","2016-01-01",4017,2,"Wellington"
"11",12,0.0204778156996587,"2005-01-01","2016-01-01",4017,2,"Wellington"
"12",5,0.00853242320819113,"2005-01-01","2016-01-01",4017,2,"Wellington"
"13",8,0.0136518771331058,"2005-01-01","2016-01-01",4017,2,"Wellington"
"14",6,0.0102389078498294,"2005-01-01","2016-01-01",4017,2,"Wellington"
"15",1,0.00170648464163823,"2005-01-01","2016-01-01",4017,2,"Wellington"
"16",5,0.00853242320819113,"2005-01-01","2016-01-01",4017,2,"Wellington"
"17",2,0.00341296928327645,"2005-01-01","2016-01-01",4017,2,"Wellington"
"18",3,0.00511945392491468,"2005-01-01","2016-01-01",4017,2,"Wellington"
"2",97,0.165529010238908,"2005-01-01","2016-01-01",4017,2,"Wellington"
"21",1,0.00170648464163823,"2005-01-01","2016-01-01",4017,2,"Wellington"
"3",73,0.12457337883959,"2005-01-01","2016-01-01",4017,2,"Wellington"
"4",60,0.102389078498294,"2005-01-01","2016-01-01",4017,2,"Wellington"
"5",45,0.0767918088737201,"2005-01-01","2016-01-01",4017,2,"Wellington"
"6",39,0.0665529010238908,"2005-01-01","2016-01-01",4017,2,"Wellington"
"7",31,0.052901023890785,"2005-01-01","2016-01-01",4017,2,"Wellington"
"8",36,0.0614334470989761,"2005-01-01","2016-01-01",4017,2,"Wellington"
"9",23,0.0392491467576792,"2005-01-01","2016-01-01",4017,2,"Wellington"
"1",124,0.214162348877375,"2006-01-01","2016-01-01",3652,2,"Wellington"
"10",10,0.0172711571675302,"2006-01-01","2016-01-01",3652,2,"Wellington"
"11",9,0.0155440414507772,"2006-01-01","2016-01-01",3652,2,"Wellington"
"12",7,0.0120898100172712,"2006-01-01","2016-01-01",3652,2,"Wellington"
"13",9,0.0155440414507772,"2006-01-01","2016-01-01",3652,2,"Wellington"
"14",3,0.00518134715025907,"2006-01-01","2016-01-01",3652,2,"Wellington"
"15",1,0.00172711571675302,"2006-01-01","2016-01-01",3652,2,"Wellington"
"16",5,0.00863557858376511,"2006-01-01","2016-01-01",3652,2,"Wellington"
"17",1,0.00172711571675302,"2006-01-01","2016-01-01",3652,2,"Wellington"
"18",4,0.00690846286701209,"2006-01-01","2016-01-01",3652,2,"Wellington"
"2",93,0.160621761658031,"2006-01-01","2016-01-01",3652,2,"Wellington"
"3",74,0.127806563039724,"2006-01-01","2016-01-01",3652,2,"Wellington"
"4",72,0.124352331606218,"2006-01-01","2016-01-01",3652,2,"Wellington"
"5",43,0.07426597582038,"2006-01-01","2016-01-01",3652,2,"Wellington"
"6",37,0.0639032815198618,"2006-01-01","2016-01-01",3652,2,"Wellington"
"7",34,0.0587219343696028,"2006-01-01","2016-01-01",3652,2,"Wellington"
"8",28,0.0483592400690846,"2006-01-01","2016-01-01",3652,2,"Wellington"
"9",25,0.0431778929188256,"2006-01-01","2016-01-01",3652,2,"Wellington"
"1",128,0.225352112676056,"2007-01-01","2016-01-01",3287,2,"Wellington"
"10",11,0.0193661971830986,"2007-01-01","2016-01-01",3287,2,"Wellington"
"11",10,0.0176056338028169,"2007-01-01","2016-01-01",3287,2,"Wellington"
"12",6,0.0105633802816901,"2007-01-01","2016-01-01",3287,2,"Wellington"
"13",5,0.00880281690140845,"2007-01-01","2016-01-01",3287,2,"Wellington"
"14",4,0.00704225352112676,"2007-01-01","2016-01-01",3287,2,"Wellington"
"15",2,0.00352112676056338,"2007-01-01","2016-01-01",3287,2,"Wellington"
"16",4,0.00704225352112676,"2007-01-01","2016-01-01",3287,2,"Wellington"
"17",2,0.00352112676056338,"2007-01-01","2016-01-01",3287,2,"Wellington"
"18",1,0.00176056338028169,"2007-01-01","2016-01-01",3287,2,"Wellington"
"2",93,0.163732394366197,"2007-01-01","2016-01-01",3287,2,"Wellington"
"3",84,0.147887323943662,"2007-01-01","2016-01-01",3287,2,"Wellington"
"4",58,0.102112676056338,"2007-01-01","2016-01-01",3287,2,"Wellington"
"5",46,0.0809859154929577,"2007-01-01","2016-01-01",3287,2,"Wellington"
"6",37,0.0651408450704225,"2007-01-01","2016-01-01",3287,2,"Wellington"
"7",29,0.051056338028169,"2007-01-01","2016-01-01",3287,2,"Wellington"
"8",28,0.0492957746478873,"2007-01-01","2016-01-01",3287,2,"Wellington"
"9",20,0.0352112676056338,"2007-01-01","2016-01-01",3287,2,"Wellington"
"1",120,0.223463687150838,"2008-01-01","2016-01-01",2922,2,"Wellington"
"10",7,0.0130353817504655,"2008-01-01","2016-01-01",2922,2,"Wellington"
"11",4,0.0074487895716946,"2008-01-01","2016-01-01",2922,2,"Wellington"
"12",3,0.00558659217877095,"2008-01-01","2016-01-01",2922,2,"Wellington"
"13",4,0.0074487895716946,"2008-01-01","2016-01-01",2922,2,"Wellington"
"14",6,0.0111731843575419,"2008-01-01","2016-01-01",2922,2,"Wellington"
"15",2,0.0037243947858473,"2008-01-01","2016-01-01",2922,2,"Wellington"
"16",2,0.0037243947858473,"2008-01-01","2016-01-01",2922,2,"Wellington"
"17",1,0.00186219739292365,"2008-01-01","2016-01-01",2922,2,"Wellington"
"2",92,0.171322160148976,"2008-01-01","2016-01-01",2922,2,"Wellington"
"3",92,0.171322160148976,"2008-01-01","2016-01-01",2922,2,"Wellington"
"4",47,0.0875232774674116,"2008-01-01","2016-01-01",2922,2,"Wellington"
"5",42,0.0782122905027933,"2008-01-01","2016-01-01",2922,2,"Wellington"
"6",42,0.0782122905027933,"2008-01-01","2016-01-01",2922,2,"Wellington"
"7",26,0.0484171322160149,"2008-01-01","2016-01-01",2922,2,"Wellington"
"8",29,0.0540037243947858,"2008-01-01","2016-01-01",2922,2,"Wellington"
"9",18,0.0335195530726257,"2008-01-01","2016-01-01",2922,2,"Wellington"
"1",115,0.228174603174603,"2009-01-01","2016-01-01",2556,2,"Wellington"
"10",6,0.0119047619047619,"2009-01-01","2016-01-01",2556,2,"Wellington"
"11",3,0.00595238095238095,"2009-01-01","2016-01-01",2556,2,"Wellington"
"12",2,0.00396825396825397,"2009-01-01","2016-01-01",2556,2,"Wellington"
"13",6,0.0119047619047619,"2009-01-01","2016-01-01",2556,2,"Wellington"
"14",3,0.00595238095238095,"2009-01-01","2016-01-01",2556,2,"Wellington"
"15",1,0.00198412698412698,"2009-01-01","2016-01-01",2556,2,"Wellington"
"16",1,0.00198412698412698,"2009-01-01","2016-01-01",2556,2,"Wellington"
"2",110,0.218253968253968,"2009-01-01","2016-01-01",2556,2,"Wellington"
"3",70,0.138888888888889,"2009-01-01","2016-01-01",2556,2,"Wellington"
"4",55,0.109126984126984,"2009-01-01","2016-01-01",2556,2,"Wellington"
"5",40,0.0793650793650794,"2009-01-01","2016-01-01",2556,2,"Wellington"
"6",35,0.0694444444444444,"2009-01-01","2016-01-01",2556,2,"Wellington"
"7",27,0.0535714285714286,"2009-01-01","2016-01-01",2556,2,"Wellington"
"8",18,0.0357142857142857,"2009-01-01","2016-01-01",2556,2,"Wellington"
"9",12,0.0238095238095238,"2009-01-01","2016-01-01",2556,2,"Wellington"
"1",129,0.270440251572327,"2010-01-01","2016-01-01",2191,2,"Wellington"
"10",4,0.00838574423480084,"2010-01-01","2016-01-01",2191,2,"Wellington"
