"Observations","count","prop","win_start","win_end","win_days","region","regname"
"1",271,0.288604898828541,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"10",9,0.00958466453674121,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"11",5,0.0053248136315229,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"12",2,0.00212992545260916,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"13",2,0.00212992545260916,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"14",1,0.00106496272630458,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"15",1,0.00106496272630458,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"2",221,0.235356762513312,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"3",148,0.157614483493078,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"4",91,0.0969116080937167,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"5",81,0.0862619808306709,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"6",61,0.0649627263045793,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"7",23,0.0244941427050053,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"8",10,0.0106496272630458,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"9",13,0.0138445154419595,"2010-01-01","2016-01-01",2191,3,"Rest of North Island"
"1",282,0.321550741163056,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"10",1,0.00114025085518814,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"11",4,0.00456100342075257,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"12",1,0.00114025085518814,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"13",2,0.00228050171037628,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"2",221,0.251995438996579,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"3",148,0.168757126567845,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"4",94,0.107183580387685,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"5",47,0.0535917901938426,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"6",43,0.0490307867730901,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"7",13,0.0148232611174458,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"8",10,0.0114025085518814,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"9",11,0.0125427594070696,"2011-01-01","2016-01-01",1826,3,"Rest of North Island"
"1",293,0.363073110285006,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"10",2,0.00247831474597274,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"11",1,0.00123915737298637,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"2",232,0.287484510532838,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"3",128,0.158612143742255,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"4",62,0.0768277571251549,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"5",43,0.0532837670384139,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"6",24,0.0297397769516729,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"7",12,0.0148698884758364,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"8",1,0.00123915737298637,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"9",9,0.0111524163568773,"2012-01-01","2016-01-01",1461,3,"Rest of North Island"
"1",305,0.422437673130194,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"2",216,0.299168975069252,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"3",91,0.126038781163435,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"4",53,0.0734072022160665,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"5",31,0.0429362880886427,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"6",15,0.0207756232686981,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"7",5,0.00692520775623269,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"8",5,0.00692520775623269,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"9",1,0.00138504155124654,"2013-01-01","2016-01-01",1095,3,"Rest of North Island"
"1",325,0.548060708263069,"2014-01-01","2016-01-01",730,3,"Rest of North Island"
"2",157,0.264755480607083,"2014-01-01","2016-01-01",730,3,"Rest of North Island"
"3",61,0.102866779089376,"2014-01-01","2016-01-01",730,3,"Rest of North Island"
"4",29,0.0489038785834739,"2014-01-01","2016-01-01",730,3,"Rest of North Island"
"5",14,0.0236087689713322,"2014-01-01","2016-01-01",730,3,"Rest of North Island"
"6",5,0.00843170320404722,"2014-01-01","2016-01-01",730,3,"Rest of North Island"
"7",2,0.00337268128161889,"2014-01-01","2016-01-01",730,3,"Rest of North Island"
"1",282,0.732467532467532,"2015-01-01","2016-01-01",365,3,"Rest of North Island"
"2",70,0.181818181818182,"2015-01-01","2016-01-01",365,3,"Rest of North Island"
"3",29,0.0753246753246753,"2015-01-01","2016-01-01",365,3,"Rest of North Island"
"4",4,0.0103896103896104,"2015-01-01","2016-01-01",365,3,"Rest of North Island"
"1",343,0.241889985895628,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"10",31,0.0218617771509168,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"11",14,0.00987306064880113,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"12",26,0.0183356840620592,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"13",20,0.0141043723554302,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"14",17,0.0119887165021157,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"15",8,0.00564174894217207,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"16",3,0.00211565585331453,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"17",6,0.00423131170662906,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"18",4,0.00282087447108604,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"19",7,0.00493653032440056,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"2",262,0.184767277856135,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"20",3,0.00211565585331453,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"21",4,0.00282087447108604,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"22",1,0.000705218617771509,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"26",3,0.00211565585331453,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"3",185,0.130465444287729,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"4",151,0.106488011283498,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"5",94,0.0662905500705219,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"6",73,0.0514809590973202,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"7",53,0.03737658674189,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"8",71,0.0500705218617771,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"9",39,0.0275035260930889,"2001-01-01","2017-01-01",5844,3,"Rest of North Island"
"1",338,0.245818181818182,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"10",27,0.0196363636363636,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"11",12,0.00872727272727273,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"12",27,0.0196363636363636,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"13",19,0.0138181818181818,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"14",18,0.0130909090909091,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"15",5,0.00363636363636364,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"16",5,0.00363636363636364,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"17",4,0.00290909090909091,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"18",8,0.00581818181818182,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"19",5,0.00363636363636364,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"2",241,0.175272727272727,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"20",3,0.00218181818181818,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"21",1,0.000727272727272727,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"22",1,0.000727272727272727,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"24",1,0.000727272727272727,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"25",1,0.000727272727272727,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"26",1,0.000727272727272727,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"3",190,0.138181818181818,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"4",148,0.107636363636364,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"5",81,0.0589090909090909,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"6",74,0.0538181818181818,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"7",54,0.0392727272727273,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"8",71,0.0516363636363636,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"9",40,0.0290909090909091,"2002-01-01","2017-01-01",5479,3,"Rest of North Island"
"1",334,0.250939143501127,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"10",29,0.0217881292261458,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"11",17,0.0127723516153268,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"12",16,0.0120210368144252,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"13",13,0.00976709241172051,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"14",17,0.0127723516153268,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"15",6,0.00450788880540947,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"16",6,0.00450788880540947,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"17",3,0.00225394440270473,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"18",9,0.0067618332081142,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"19",2,0.00150262960180316,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"2",235,0.176558978211871,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"21",2,0.00150262960180316,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"22",1,0.000751314800901578,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"24",1,0.000751314800901578,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"26",1,0.000751314800901578,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"3",176,0.132231404958678,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"4",145,0.108940646130729,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"5",81,0.0608564988730278,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"6",71,0.053343350864012,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"7",56,0.0420736288504884,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"8",66,0.0495867768595041,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"9",44,0.0330578512396694,"2003-01-01","2017-01-01",5114,3,"Rest of North Island"
"1",312,0.243369734789392,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"10",27,0.0210608424336973,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"11",17,0.0132605304212168,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"12",16,0.0124804992199688,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"13",15,0.0117004680187207,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"14",10,0.0078003120124805,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"15",10,0.0078003120124805,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"16",3,0.00234009360374415,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"17",2,0.0015600624024961,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"18",6,0.0046801872074883,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"19",2,0.0015600624024961,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"2",229,0.178627145085803,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"20",2,0.0015600624024961,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"21",1,0.00078003120124805,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"24",1,0.00078003120124805,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"3",172,0.134165366614665,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"4",141,0.109984399375975,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"5",81,0.063182527301092,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"6",70,0.0546021840873635,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"7",54,0.0421216848673947,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"8",65,0.0507020280811232,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"9",46,0.0358814352574103,"2004-01-01","2017-01-01",4749,3,"Rest of North Island"
"1",295,0.238095238095238,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"10",25,0.0201775625504439,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"11",17,0.0137207425343019,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"12",16,0.0129136400322841,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"13",11,0.00887812752219532,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"14",10,0.00807102502017756,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"15",8,0.00645682001614205,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"16",4,0.00322841000807102,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"17",1,0.000807102502017756,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"18",3,0.00242130750605327,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"19",2,0.00161420500403551,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"2",225,0.181598062953995,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"21",1,0.000807102502017756,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"23",1,0.000807102502017756,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"3",166,0.133979015334948,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"4",144,0.116222760290557,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"5",77,0.0621468926553672,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"6",73,0.0589184826472962,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"7",61,0.0492332526230831,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"8",60,0.0484261501210654,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"9",39,0.0314769975786925,"2005-01-01","2017-01-01",4383,3,"Rest of North Island"
"1",289,0.238252267106348,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"10",21,0.0173124484748557,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"11",23,0.0189612530915087,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"12",15,0.0123660346248969,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"13",8,0.00659521846661171,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"14",9,0.00741962077493817,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"15",5,0.00412201154163232,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"16",2,0.00164880461665293,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"17",2,0.00164880461665293,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"18",1,0.000824402308326463,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"19",2,0.00164880461665293,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"2",226,0.186314921681781,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"21",1,0.000824402308326463,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"23",1,0.000824402308326463,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"3",163,0.134377576257214,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"4",133,0.10964550700742,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"5",82,0.06760098928277,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"6",82,0.06760098928277,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"7",68,0.0560593569661995,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"8",54,0.044517724649629,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"9",26,0.021434460016488,"2006-01-01","2017-01-01",4018,3,"Rest of North Island"
"1",276,0.234295415959253,"2007-01-01","2017-01-01",3653,3,"Rest of North Island"
"10",22,0.0186757215619694,"2007-01-01","2017-01-01",3653,3,"Rest of North Island"
"11",17,0.0144312393887946,"2007-01-01","2017-01-01",3653,3,"Rest of North Island"
"12",13,0.0110356536502547,"2007-01-01","2017-01-01",3653,3,"Rest of North Island"
