"Observations","count","prop","win_start","win_end","win_days"
"5",298,0.0757113821138211,"2001-01-01","2015-01-01",5113
"6",208,0.0528455284552846,"2001-01-01","2015-01-01",5113
"7",195,0.0495426829268293,"2001-01-01","2015-01-01",5113
"8",158,0.0401422764227642,"2001-01-01","2015-01-01",5113
"9",108,0.0274390243902439,"2001-01-01","2015-01-01",5113
"1",928,0.244919503826867,"2002-01-01","2015-01-01",4748
"10",81,0.0213776722090261,"2002-01-01","2015-01-01",4748
"11",53,0.0139878595935603,"2002-01-01","2015-01-01",4748
"12",59,0.015571390868303,"2002-01-01","2015-01-01",4748
"13",45,0.0118764845605701,"2002-01-01","2015-01-01",4748
"14",25,0.00659804697809448,"2002-01-01","2015-01-01",4748
"15",16,0.00422275006598047,"2002-01-01","2015-01-01",4748
"16",15,0.00395882818685669,"2002-01-01","2015-01-01",4748
"17",17,0.00448667194510425,"2002-01-01","2015-01-01",4748
"18",18,0.00475059382422803,"2002-01-01","2015-01-01",4748
"19",12,0.00316706254948535,"2002-01-01","2015-01-01",4748
"2",673,0.177619424650304,"2002-01-01","2015-01-01",4748
"20",9,0.00237529691211401,"2002-01-01","2015-01-01",4748
"21",5,0.0013196093956189,"2002-01-01","2015-01-01",4748
"22",6,0.00158353127474268,"2002-01-01","2015-01-01",4748
"23",9,0.00237529691211401,"2002-01-01","2015-01-01",4748
"24",3,0.000791765637371338,"2002-01-01","2015-01-01",4748
"25",2,0.000527843758247559,"2002-01-01","2015-01-01",4748
"26",3,0.000791765637371338,"2002-01-01","2015-01-01",4748
"27",1,0.000263921879123779,"2002-01-01","2015-01-01",4748
"3",503,0.132752705199261,"2002-01-01","2015-01-01",4748
"4",359,0.0947479546054368,"2002-01-01","2015-01-01",4748
"5",279,0.0736342042755344,"2002-01-01","2015-01-01",4748
"6",211,0.0556875164951174,"2002-01-01","2015-01-01",4748
"7",197,0.0519926101873845,"2002-01-01","2015-01-01",4748
"8",153,0.0403800475059382,"2002-01-01","2015-01-01",4748
"9",107,0.0282396410662444,"2002-01-01","2015-01-01",4748
"1",870,0.242407355809418,"2003-01-01","2015-01-01",4383
"10",80,0.0222903315686821,"2003-01-01","2015-01-01",4383
"11",52,0.0144887155196434,"2003-01-01","2015-01-01",4383
"12",46,0.0128169406519922,"2003-01-01","2015-01-01",4383
"13",29,0.00808024519364726,"2003-01-01","2015-01-01",4383
"14",20,0.00557258289217052,"2003-01-01","2015-01-01",4383
"15",17,0.00473669545834494,"2003-01-01","2015-01-01",4383
"16",11,0.00306492059069379,"2003-01-01","2015-01-01",4383
"17",18,0.00501532460295347,"2003-01-01","2015-01-01",4383
"18",20,0.00557258289217052,"2003-01-01","2015-01-01",4383
"19",5,0.00139314572304263,"2003-01-01","2015-01-01",4383
"2",633,0.176372248537197,"2003-01-01","2015-01-01",4383
"20",4,0.0011145165784341,"2003-01-01","2015-01-01",4383
"21",13,0.00362217887991084,"2003-01-01","2015-01-01",4383
"22",2,0.000557258289217052,"2003-01-01","2015-01-01",4383
"23",3,0.000835887433825578,"2003-01-01","2015-01-01",4383
"24",1,0.000278629144608526,"2003-01-01","2015-01-01",4383
"25",5,0.00139314572304263,"2003-01-01","2015-01-01",4383
"3",481,0.134020618556701,"2003-01-01","2015-01-01",4383
"4",334,0.0930621342992477,"2003-01-01","2015-01-01",4383
"5",288,0.0802451936472555,"2003-01-01","2015-01-01",4383
"6",208,0.0579548620785734,"2003-01-01","2015-01-01",4383
"7",195,0.0543326831986626,"2003-01-01","2015-01-01",4383
"8",142,0.0395653385344107,"2003-01-01","2015-01-01",4383
"9",112,0.0312064641961549,"2003-01-01","2015-01-01",4383
"1",814,0.236765561372891,"2004-01-01","2015-01-01",4018
"10",71,0.02065154159395,"2004-01-01","2015-01-01",4018
"11",46,0.0133798720186155,"2004-01-01","2015-01-01",4018
"12",44,0.0127981384525887,"2004-01-01","2015-01-01",4018
"13",23,0.00668993600930774,"2004-01-01","2015-01-01",4018
"14",13,0.00378126817917394,"2004-01-01","2015-01-01",4018
"15",15,0.0043630017452007,"2004-01-01","2015-01-01",4018
"16",16,0.00465386852821408,"2004-01-01","2015-01-01",4018
"17",13,0.00378126817917394,"2004-01-01","2015-01-01",4018
"18",12,0.00349040139616056,"2004-01-01","2015-01-01",4018
"19",7,0.00203606748109366,"2004-01-01","2015-01-01",4018
"2",608,0.176847004072135,"2004-01-01","2015-01-01",4018
"20",12,0.00349040139616056,"2004-01-01","2015-01-01",4018
"21",1,0.00029086678301338,"2004-01-01","2015-01-01",4018
"22",4,0.00116346713205352,"2004-01-01","2015-01-01",4018
"23",3,0.00087260034904014,"2004-01-01","2015-01-01",4018
"24",1,0.00029086678301338,"2004-01-01","2015-01-01",4018
"3",472,0.137289121582315,"2004-01-01","2015-01-01",4018
"4",345,0.100349040139616,"2004-01-01","2015-01-01",4018
"5",272,0.0791157649796393,"2004-01-01","2015-01-01",4018
"6",206,0.0599185573007563,"2004-01-01","2015-01-01",4018
"7",189,0.0549738219895288,"2004-01-01","2015-01-01",4018
"8",145,0.0421756835369401,"2004-01-01","2015-01-01",4018
"9",106,0.0308318789994183,"2004-01-01","2015-01-01",4018
"1",776,0.232963074151906,"2005-01-01","2015-01-01",3652
"10",68,0.0204142900030021,"2005-01-01","2015-01-01",3652
"11",33,0.00990693485439808,"2005-01-01","2015-01-01",3652
"12",36,0.010807565295707,"2005-01-01","2015-01-01",3652
"13",24,0.00720504353047133,"2005-01-01","2015-01-01",3652
"14",13,0.00390273191233864,"2005-01-01","2015-01-01",3652
"15",17,0.00510357250075053,"2005-01-01","2015-01-01",3652
"16",15,0.00450315220654458,"2005-01-01","2015-01-01",3652
"17",5,0.00150105073551486,"2005-01-01","2015-01-01",3652
"18",6,0.00180126088261783,"2005-01-01","2015-01-01",3652
"19",14,0.00420294205944161,"2005-01-01","2015-01-01",3652
"2",605,0.181627138997298,"2005-01-01","2015-01-01",3652
"20",4,0.00120084058841189,"2005-01-01","2015-01-01",3652
"21",4,0.00120084058841189,"2005-01-01","2015-01-01",3652
"23",1,0.000300210147102972,"2005-01-01","2015-01-01",3652
"3",465,0.139597718402882,"2005-01-01","2015-01-01",3652
"4",359,0.107775442809967,"2005-01-01","2015-01-01",3652
"5",263,0.0789552686880817,"2005-01-01","2015-01-01",3652
"6",203,0.0609426598619033,"2005-01-01","2015-01-01",3652
"7",179,0.053737616331432,"2005-01-01","2015-01-01",3652
"8",141,0.0423296307415191,"2005-01-01","2015-01-01",3652
"9",100,0.0300210147102972,"2005-01-01","2015-01-01",3652
"1",762,0.234029484029484,"2006-01-01","2015-01-01",3287
"10",53,0.0162776412776413,"2006-01-01","2015-01-01",3287
"11",41,0.0125921375921376,"2006-01-01","2015-01-01",3287
"12",38,0.0116707616707617,"2006-01-01","2015-01-01",3287
"13",21,0.00644963144963145,"2006-01-01","2015-01-01",3287
"14",13,0.00399262899262899,"2006-01-01","2015-01-01",3287
"15",20,0.00614250614250614,"2006-01-01","2015-01-01",3287
"16",7,0.00214987714987715,"2006-01-01","2015-01-01",3287
"17",4,0.00122850122850123,"2006-01-01","2015-01-01",3287
"18",7,0.00214987714987715,"2006-01-01","2015-01-01",3287
"19",2,0.000614250614250614,"2006-01-01","2015-01-01",3287
"2",594,0.182432432432432,"2006-01-01","2015-01-01",3287
"21",1,0.000307125307125307,"2006-01-01","2015-01-01",3287
"23",1,0.000307125307125307,"2006-01-01","2015-01-01",3287
"3",470,0.144348894348894,"2006-01-01","2015-01-01",3287
"4",352,0.108108108108108,"2006-01-01","2015-01-01",3287
"5",271,0.0832309582309582,"2006-01-01","2015-01-01",3287
"6",212,0.0651105651105651,"2006-01-01","2015-01-01",3287
"7",178,0.0546683046683047,"2006-01-01","2015-01-01",3287
"8",128,0.0393120393120393,"2006-01-01","2015-01-01",3287
"9",81,0.0248771498771499,"2006-01-01","2015-01-01",3287
"1",752,0.237373737373737,"2007-01-01","2015-01-01",2922
"10",46,0.014520202020202,"2007-01-01","2015-01-01",2922
"11",40,0.0126262626262626,"2007-01-01","2015-01-01",2922
"12",30,0.00946969696969697,"2007-01-01","2015-01-01",2922
"13",14,0.00441919191919192,"2007-01-01","2015-01-01",2922
"14",19,0.00599747474747475,"2007-01-01","2015-01-01",2922
"15",9,0.00284090909090909,"2007-01-01","2015-01-01",2922
"16",6,0.00189393939393939,"2007-01-01","2015-01-01",2922
"17",4,0.00126262626262626,"2007-01-01","2015-01-01",2922
"18",1,0.000315656565656566,"2007-01-01","2015-01-01",2922
"19",2,0.000631313131313131,"2007-01-01","2015-01-01",2922
"2",590,0.186237373737374,"2007-01-01","2015-01-01",2922
"20",1,0.000315656565656566,"2007-01-01","2015-01-01",2922
"23",1,0.000315656565656566,"2007-01-01","2015-01-01",2922
"3",485,0.153093434343434,"2007-01-01","2015-01-01",2922
"4",349,0.110164141414141,"2007-01-01","2015-01-01",2922
"5",289,0.0912247474747475,"2007-01-01","2015-01-01",2922
"6",182,0.057449494949495,"2007-01-01","2015-01-01",2922
"7",164,0.0517676767676768,"2007-01-01","2015-01-01",2922
"8",109,0.0344065656565657,"2007-01-01","2015-01-01",2922
"9",75,0.0236742424242424,"2007-01-01","2015-01-01",2922
"1",771,0.253701875616979,"2008-01-01","2015-01-01",2557
"10",41,0.0134912800263244,"2008-01-01","2015-01-01",2557
"11",22,0.00723922342875946,"2008-01-01","2015-01-01",2557
"12",32,0.010529779532741,"2008-01-01","2015-01-01",2557
"13",8,0.00263244488318526,"2008-01-01","2015-01-01",2557
"14",9,0.00296150049358342,"2008-01-01","2015-01-01",2557
"15",7,0.0023033892727871,"2008-01-01","2015-01-01",2557
"16",2,0.000658111220796315,"2008-01-01","2015-01-01",2557
"18",2,0.000658111220796315,"2008-01-01","2015-01-01",2557
"2",575,0.18920697597894,"2008-01-01","2015-01-01",2557
"20",1,0.000329055610398157,"2008-01-01","2015-01-01",2557
"3",501,0.164856860809477,"2008-01-01","2015-01-01",2557
"4",332,0.109246462652188,"2008-01-01","2015-01-01",2557
"5",265,0.0871997367555117,"2008-01-01","2015-01-01",2557
"6",179,0.0589009542612702,"2008-01-01","2015-01-01",2557
"7",138,0.0454096742349457,"2008-01-01","2015-01-01",2557
"8",98,0.0322474498190194,"2008-01-01","2015-01-01",2557
"9",56,0.0184271141822968,"2008-01-01","2015-01-01",2557
"1",760,0.267229254571027,"2009-01-01","2015-01-01",2191
"10",30,0.0105485232067511,"2009-01-01","2015-01-01",2191
"11",16,0.00562587904360056,"2009-01-01","2015-01-01",2191
"12",15,0.00527426160337553,"2009-01-01","2015-01-01",2191
"13",9,0.00316455696202532,"2009-01-01","2015-01-01",2191
"14",3,0.00105485232067511,"2009-01-01","2015-01-01",2191
"15",2,0.00070323488045007,"2009-01-01","2015-01-01",2191
"17",2,0.00070323488045007,"2009-01-01","2015-01-01",2191
"2",598,0.210267229254571,"2009-01-01","2015-01-01",2191
"3",492,0.172995780590717,"2009-01-01","2015-01-01",2191
"4",309,0.108649789029536,"2009-01-01","2015-01-01",2191
"5",229,0.0805203938115331,"2009-01-01","2015-01-01",2191
"6",163,0.0573136427566807,"2009-01-01","2015-01-01",2191
"7",116,0.0407876230661041,"2009-01-01","2015-01-01",2191
"8",62,0.0218002812939522,"2009-01-01","2015-01-01",2191
"9",38,0.0133614627285513,"2009-01-01","2015-01-01",2191
"1",795,0.29608938547486,"2010-01-01","2015-01-01",1826
"10",13,0.00484171322160149,"2010-01-01","2015-01-01",1826
"11",11,0.00409683426443203,"2010-01-01","2015-01-01",1826
"12",10,0.0037243947858473,"2010-01-01","2015-01-01",1826
"13",2,0.00074487895716946,"2010-01-01","2015-01-01",1826
"14",1,0.00037243947858473,"2010-01-01","2015-01-01",1826
"2",624,0.232402234636872,"2010-01-01","2015-01-01",1826
"3",436,0.162383612662942,"2010-01-01","2015-01-01",1826
"4",321,0.119553072625698,"2010-01-01","2015-01-01",1826
"5",204,0.0759776536312849,"2010-01-01","2015-01-01",1826
"6",127,0.0472998137802607,"2010-01-01","2015-01-01",1826
"7",73,0.0271880819366853,"2010-01-01","2015-01-01",1826
"8",49,0.0182495344506518,"2010-01-01","2015-01-01",1826
"9",19,0.00707635009310987,"2010-01-01","2015-01-01",1826
"1",836,0.341085271317829,"2011-01-01","2015-01-01",1461
"10",13,0.00530395756833945,"2011-01-01","2015-01-01",1461
"11",6,0.00244798041615667,"2011-01-01","2015-01-01",1461
"12",1,0.000407996736026112,"2011-01-01","2015-01-01",1461
"2",620,0.252957976336189,"2011-01-01","2015-01-01",1461
"3",410,0.167278661770706,"2011-01-01","2015-01-01",1461
"4",285,0.116279069767442,"2011-01-01","2015-01-01",1461
"5",137,0.0558955528355773,"2011-01-01","2015-01-01",1461
"6",86,0.0350877192982456,"2011-01-01","2015-01-01",1461
"7",36,0.01468788249694,"2011-01-01","2015-01-01",1461
"8",15,0.00611995104039168,"2011-01-01","2015-01-01",1461
"9",6,0.00244798041615667,"2011-01-01","2015-01-01",1461
"1",904,0.419489559164733,"2012-01-01","2015-01-01",1096
"10",1,0.000464037122969838,"2012-01-01","2015-01-01",1096
"2",562,0.260788863109049,"2012-01-01","2015-01-01",1096
"3",374,0.173549883990719,"2012-01-01","2015-01-01",1096
"4",182,0.0844547563805104,"2012-01-01","2015-01-01",1096
"5",74,0.034338747099768,"2012-01-01","2015-01-01",1096
"6",32,0.0148491879350348,"2012-01-01","2015-01-01",1096
"7",15,0.00696055684454756,"2012-01-01","2015-01-01",1096
"8",7,0.00324825986078886,"2012-01-01","2015-01-01",1096
"9",4,0.00185614849187935,"2012-01-01","2015-01-01",1096
"1",906,0.493195427327164,"2013-01-01","2015-01-01",730
"2",540,0.293957539466521,"2013-01-01","2015-01-01",730
"3",242,0.131736526946108,"2013-01-01","2015-01-01",730
"4",90,0.0489929232444202,"2013-01-01","2015-01-01",730
"5",42,0.0228633641807294,"2013-01-01","2015-01-01",730
"6",14,0.00762112139357648,"2013-01-01","2015-01-01",730
"7",3,0.00163309744148067,"2013-01-01","2015-01-01",730
"1",874,0.714052287581699,"2014-01-01","2015-01-01",365
"2",262,0.214052287581699,"2014-01-01","2015-01-01",365
"3",77,0.0629084967320261,"2014-01-01","2015-01-01",365
"4",11,0.00898692810457516,"2014-01-01","2015-01-01",365
"1",938,0.226844014510278,"2001-01-01","2016-01-01",5478
"10",85,0.0205562273276904,"2001-01-01","2016-01-01",5478
"11",65,0.0157194679564692,"2001-01-01","2016-01-01",5478
"12",67,0.0162031438935913,"2001-01-01","2016-01-01",5478
"13",60,0.0145102781136638,"2001-01-01","2016-01-01",5478
"14",47,0.01136638452237,"2001-01-01","2016-01-01",5478
"15",23,0.00556227327690447,"2001-01-01","2016-01-01",5478
"16",13,0.00314389359129383,"2001-01-01","2016-01-01",5478
"17",15,0.00362756952841596,"2001-01-01","2016-01-01",5478
"18",19,0.00459492140266022,"2001-01-01","2016-01-01",5478
"19",11,0.0026602176541717,"2001-01-01","2016-01-01",5478
"2",730,0.176541717049577,"2001-01-01","2016-01-01",5478
"20",13,0.00314389359129383,"2001-01-01","2016-01-01",5478
"21",16,0.00386940749697703,"2001-01-01","2016-01-01",5478
"22",3,0.000725513905683192,"2001-01-01","2016-01-01",5478
"23",2,0.000483675937122128,"2001-01-01","2016-01-01",5478
"24",9,0.00217654171704958,"2001-01-01","2016-01-01",5478
"25",3,0.000725513905683192,"2001-01-01","2016-01-01",5478
"26",11,0.0026602176541717,"2001-01-01","2016-01-01",5478
"27",3,0.000725513905683192,"2001-01-01","2016-01-01",5478
"28",3,0.000725513905683192,"2001-01-01","2016-01-01",5478
"3",537,0.129866989117291,"2001-01-01","2016-01-01",5478
"30",1,0.000241837968561064,"2001-01-01","2016-01-01",5478
"4",405,0.097944377267231,"2001-01-01","2016-01-01",5478
"5",311,0.0752116082224909,"2001-01-01","2016-01-01",5478
"6",229,0.0553808948004837,"2001-01-01","2016-01-01",5478
"7",196,0.0474002418379686,"2001-01-01","2016-01-01",5478
"8",178,0.0430471584038694,"2001-01-01","2016-01-01",5478
"9",142,0.0343409915356711,"2001-01-01","2016-01-01",5478
"1",929,0.232657150012522,"2002-01-01","2016-01-01",5113
"10",85,0.0212872526922114,"2002-01-01","2016-01-01",5113
"11",62,0.0155271725519659,"2002-01-01","2016-01-01",5113
"12",72,0.0180315552216379,"2002-01-01","2016-01-01",5113
"13",52,0.013022789882294,"2002-01-01","2016-01-01",5113
"14",42,0.0105184072126221,"2002-01-01","2016-01-01",5113
"15",11,0.00275482093663912,"2002-01-01","2016-01-01",5113
"16",16,0.00400701227147508,"2002-01-01","2016-01-01",5113
"17",18,0.00450788880540947,"2002-01-01","2016-01-01",5113
"18",18,0.00450788880540947,"2002-01-01","2016-01-01",5113
"19",13,0.0032556974705735,"2002-01-01","2016-01-01",5113
"2",679,0.170047583270724,"2002-01-01","2016-01-01",5113
"20",10,0.00250438266967193,"2002-01-01","2016-01-01",5113
"21",10,0.00250438266967193,"2002-01-01","2016-01-01",5113
"22",4,0.00100175306786877,"2002-01-01","2016-01-01",5113
"23",3,0.000751314800901578,"2002-01-01","2016-01-01",5113
"24",5,0.00125219133483596,"2002-01-01","2016-01-01",5113
"25",5,0.00125219133483596,"2002-01-01","2016-01-01",5113
"26",12,0.00300525920360631,"2002-01-01","2016-01-01",5113
"28",3,0.000751314800901578,"2002-01-01","2016-01-01",5113
"3",519,0.129977460555973,"2002-01-01","2016-01-01",5113
"4",393,0.0984222389181067,"2002-01-01","2016-01-01",5113
"5",287,0.0718757826195843,"2002-01-01","2016-01-01",5113
"6",232,0.0581016779363887,"2002-01-01","2016-01-01",5113
"7",202,0.0505885299273729,"2002-01-01","2016-01-01",5113
"8",171,0.0428249436513899,"2002-01-01","2016-01-01",5113
"9",140,0.035061357375407,"2002-01-01","2016-01-01",5113
"1",877,0.230911005792522,"2003-01-01","2016-01-01",4748
"10",88,0.0231700895208004,"2003-01-01","2016-01-01",4748
"11",60,0.0157977883096366,"2003-01-01","2016-01-01",4748
"12",54,0.014218009478673,"2003-01-01","2016-01-01",4748
"13",38,0.0100052659294365,"2003-01-01","2016-01-01",4748
"14",33,0.00868878357030016,"2003-01-01","2016-01-01",4748
"15",16,0.00421274354923644,"2003-01-01","2016-01-01",4748
"16",19,0.00500263296471827,"2003-01-01","2016-01-01",4748
"17",10,0.00263296471827278,"2003-01-01","2016-01-01",4748
"18",19,0.00500263296471827,"2003-01-01","2016-01-01",4748
"19",10,0.00263296471827278,"2003-01-01","2016-01-01",4748
"2",639,0.16824644549763,"2003-01-01","2016-01-01",4748
"20",9,0.0023696682464455,"2003-01-01","2016-01-01",4748
"21",6,0.00157977883096367,"2003-01-01","2016-01-01",4748
"22",1,0.000263296471827277,"2003-01-01","2016-01-01",4748
"23",3,0.000789889415481833,"2003-01-01","2016-01-01",4748
"24",14,0.00368615060558189,"2003-01-01","2016-01-01",4748
"25",5,0.00131648235913639,"2003-01-01","2016-01-01",4748
"26",2,0.000526592943654555,"2003-01-01","2016-01-01",4748
"28",1,0.000263296471827277,"2003-01-01","2016-01-01",4748
"3",493,0.129805160610848,"2003-01-01","2016-01-01",4748
"4",367,0.0966298051606108,"2003-01-01","2016-01-01",4748
"5",292,0.076882569773565,"2003-01-01","2016-01-01",4748
"6",237,0.0624012638230648,"2003-01-01","2016-01-01",4748
"7",197,0.0518694049499737,"2003-01-01","2016-01-01",4748
"8",166,0.0437072143233281,"2003-01-01","2016-01-01",4748
"9",142,0.0373880989994734,"2003-01-01","2016-01-01",4748
"1",823,0.225541244176487,"2004-01-01","2016-01-01",4383
"10",75,0.0205535763222801,"2004-01-01","2016-01-01",4383
"11",60,0.0164428610578241,"2004-01-01","2016-01-01",4383
"12",52,0.0142504795834475,"2004-01-01","2016-01-01",4383
"13",37,0.0101397643189915,"2004-01-01","2016-01-01",4383
"14",26,0.00712523979172376,"2004-01-01","2016-01-01",4383
"15",12,0.00328857221156481,"2004-01-01","2016-01-01",4383
"16",15,0.00411071526445602,"2004-01-01","2016-01-01",4383
"17",11,0.00301452452726774,"2004-01-01","2016-01-01",4383
"18",15,0.00411071526445602,"2004-01-01","2016-01-01",4383
"19",8,0.00219238147437654,"2004-01-01","2016-01-01",4383
"2",612,0.167717182789805,"2004-01-01","2016-01-01",4383
"20",10,0.00274047684297068,"2004-01-01","2016-01-01",4383
"21",1,0.000274047684297068,"2004-01-01","2016-01-01",4383
"22",5,0.00137023842148534,"2004-01-01","2016-01-01",4383
"23",13,0.00356261989586188,"2004-01-01","2016-01-01",4383
"24",2,0.000548095368594135,"2004-01-01","2016-01-01",4383
"25",2,0.000548095368594135,"2004-01-01","2016-01-01",4383
"26",1,0.000274047684297068,"2004-01-01","2016-01-01",4383
"3",480,0.131542888462592,"2004-01-01","2016-01-01",4383
"4",374,0.102493833927103,"2004-01-01","2016-01-01",4383
"5",290,0.0794738284461496,"2004-01-01","2016-01-01",4383
"6",234,0.0641271581255138,"2004-01-01","2016-01-01",4383
"7",187,0.0512469169635517,"2004-01-01","2016-01-01",4383
"8",170,0.0465881063305015,"2004-01-01","2016-01-01",4383
"9",134,0.0367223896958071,"2004-01-01","2016-01-01",4383
"1",780,0.220214568040655,"2005-01-01","2016-01-01",4017
"10",76,0.0214568040654997,"2005-01-01","2016-01-01",4017
"11",53,0.0149632975719932,"2005-01-01","2016-01-01",4017
"12",38,0.0107284020327499,"2005-01-01","2016-01-01",4017
"13",35,0.00988142292490119,"2005-01-01","2016-01-01",4017
"14",27,0.00762281197063806,"2005-01-01","2016-01-01",4017
"15",14,0.00395256916996047,"2005-01-01","2016-01-01",4017
"16",13,0.00367024280067758,"2005-01-01","2016-01-01",4017
"17",10,0.00282326369282891,"2005-01-01","2016-01-01",4017
"18",10,0.00282326369282891,"2005-01-01","2016-01-01",4017
"19",4,0.00112930547713156,"2005-01-01","2016-01-01",4017
"2",610,0.172219085262564,"2005-01-01","2016-01-01",4017
"20",5,0.00141163184641446,"2005-01-01","2016-01-01",4017
"21",5,0.00141163184641446,"2005-01-01","2016-01-01",4017
"22",13,0.00367024280067758,"2005-01-01","2016-01-01",4017
"23",2,0.000564652738565782,"2005-01-01","2016-01-01",4017
"24",2,0.000564652738565782,"2005-01-01","2016-01-01",4017
"3",475,0.134105025409373,"2005-01-01","2016-01-01",4017
"4",384,0.10841332580463,"2005-01-01","2016-01-01",4017
"5",295,0.0832862789384528,"2005-01-01","2016-01-01",4017
"6",221,0.0623941276115189,"2005-01-01","2016-01-01",4017
"7",174,0.049124788255223,"2005-01-01","2016-01-01",4017
"8",167,0.0471485036702428,"2005-01-01","2016-01-01",4017
"9",129,0.0364201016374929,"2005-01-01","2016-01-01",4017
"1",766,0.220876585928489,"2006-01-01","2016-01-01",3652
"10",56,0.0161476355247982,"2006-01-01","2016-01-01",3652
"11",51,0.0147058823529412,"2006-01-01","2016-01-01",3652
"12",50,0.0144175317185698,"2006-01-01","2016-01-01",3652
"13",29,0.00836216839677047,"2006-01-01","2016-01-01",3652
"14",26,0.00749711649365629,"2006-01-01","2016-01-01",3652
"15",8,0.00230680507497117,"2006-01-01","2016-01-01",3652
"16",10,0.00288350634371396,"2006-01-01","2016-01-01",3652
"17",7,0.00201845444059977,"2006-01-01","2016-01-01",3652
"18",19,0.00547866205305652,"2006-01-01","2016-01-01",3652
"19",2,0.000576701268742791,"2006-01-01","2016-01-01",3652
"2",599,0.172722029988466,"2006-01-01","2016-01-01",3652
"20",5,0.00144175317185698,"2006-01-01","2016-01-01",3652
"21",2,0.000576701268742791,"2006-01-01","2016-01-01",3652
"22",1,0.000288350634371396,"2006-01-01","2016-01-01",3652
"24",1,0.000288350634371396,"2006-01-01","2016-01-01",3652
"3",476,0.137254901960784,"2006-01-01","2016-01-01",3652
"4",383,0.110438292964245,"2006-01-01","2016-01-01",3652
"5",293,0.0844867358708189,"2006-01-01","2016-01-01",3652
"6",229,0.0660322952710496,"2006-01-01","2016-01-01",3652
"7",176,0.0507497116493656,"2006-01-01","2016-01-01",3652
"8",164,0.0472895040369089,"2006-01-01","2016-01-01",3652
"9",115,0.0331603229527105,"2006-01-01","2016-01-01",3652
"1",758,0.224061483890038,"2007-01-01","2016-01-01",3287
"10",50,0.0147797812592374,"2007-01-01","2016-01-01",3287
"11",51,0.0150753768844221,"2007-01-01","2016-01-01",3287
"12",36,0.0106414425066509,"2007-01-01","2016-01-01",3287
"13",27,0.00798108187998818,"2007-01-01","2016-01-01",3287
"14",20,0.00591191250369495,"2007-01-01","2016-01-01",3287
"15",5,0.00147797812592374,"2007-01-01","2016-01-01",3287
"16",11,0.00325155187703222,"2007-01-01","2016-01-01",3287
"17",18,0.00532072125332545,"2007-01-01","2016-01-01",3287
"18",2,0.000591191250369495,"2007-01-01","2016-01-01",3287
"19",3,0.000886786875554242,"2007-01-01","2016-01-01",3287
"2",591,0.174697014484186,"2007-01-01","2016-01-01",3287
"20",3,0.000886786875554242,"2007-01-01","2016-01-01",3287
"21",2,0.000591191250369495,"2007-01-01","2016-01-01",3287
"24",1,0.000295595625184747,"2007-01-01","2016-01-01",3287
"3",489,0.144546260715341,"2007-01-01","2016-01-01",3287
"4",377,0.11143955069465,"2007-01-01","2016-01-01",3287
"5",306,0.0904522613065327,"2007-01-01","2016-01-01",3287
"6",209,0.0617794856636122,"2007-01-01","2016-01-01",3287
"7",180,0.0532072125332545,"2007-01-01","2016-01-01",3287
"8",137,0.0404966006503104,"2007-01-01","2016-01-01",3287
"9",107,0.031628731894768,"2007-01-01","2016-01-01",3287
"1",772,0.23695518723143,"2008-01-01","2016-01-01",2922
"10",51,0.0156537753222836,"2008-01-01","2016-01-01",2922
"11",34,0.0104358502148557,"2008-01-01","2016-01-01",2922
"12",28,0.00859422958870473,"2008-01-01","2016-01-01",2922
"13",18,0.00552486187845304,"2008-01-01","2016-01-01",2922
"14",15,0.00460405156537753,"2008-01-01","2016-01-01",2922
"15",17,0.00521792510742787,"2008-01-01","2016-01-01",2922
"16",6,0.00184162062615101,"2008-01-01","2016-01-01",2922
"17",6,0.00184162062615101,"2008-01-01","2016-01-01",2922
"19",2,0.000613873542050338,"2008-01-01","2016-01-01",2922
"2",572,0.175567833026397,"2008-01-01","2016-01-01",2922
"20",1,0.000306936771025169,"2008-01-01","2016-01-01",2922
"21",1,0.000306936771025169,"2008-01-01","2016-01-01",2922
"3",494,0.151626764886433,"2008-01-01","2016-01-01",2922
"4",367,0.112645794966237,"2008-01-01","2016-01-01",2922
"5",299,0.0917740945365255,"2008-01-01","2016-01-01",2922
"6",209,0.0641497851442603,"2008-01-01","2016-01-01",2922
"7",160,0.049109883364027,"2008-01-01","2016-01-01",2922
"8",124,0.0380601596071209,"2008-01-01","2016-01-01",2922
"9",82,0.0251688152240638,"2008-01-01","2016-01-01",2922
"1",748,0.243648208469055,"2009-01-01","2016-01-01",2556
"10",43,0.0140065146579805,"2009-01-01","2016-01-01",2556
"11",22,0.00716612377850163,"2009-01-01","2016-01-01",2556
"12",17,0.00553745928338762,"2009-01-01","2016-01-01",2556
"13",27,0.00879478827361563,"2009-01-01","2016-01-01",2556
"14",8,0.00260586319218241,"2009-01-01","2016-01-01",2556
"15",4,0.00130293159609121,"2009-01-01","2016-01-01",2556
"16",4,0.00130293159609121,"2009-01-01","2016-01-01",2556
"17",2,0.000651465798045603,"2009-01-01","2016-01-01",2556
"18",1,0.000325732899022801,"2009-01-01","2016-01-01",2556
"19",1,0.000325732899022801,"2009-01-01","2016-01-01",2556
"2",582,0.18957654723127,"2009-01-01","2016-01-01",2556
"3",514,0.16742671009772,"2009-01-01","2016-01-01",2556
"4",335,0.109120521172638,"2009-01-01","2016-01-01",2556
"5",264,0.0859934853420195,"2009-01-01","2016-01-01",2556
"6",210,0.0684039087947883,"2009-01-01","2016-01-01",2556
