"Ave_obs_q","Median_obs_q","win_start","win_end","win_days","region"
6.87387324851502,6,"1994-01-01","2013-01-01",6940,"Rest of South Island"
6.63458980808324,6,"1995-01-01","2013-01-01",6575,"Rest of South Island"
6.39183854625233,5,"1996-01-01","2013-01-01",6210,"Rest of South Island"
6.13045610966405,5,"1997-01-01","2013-01-01",5844,"Rest of South Island"
5.87699887387387,5,"1998-01-01","2013-01-01",5479,"Rest of South Island"
5.62387646332238,5,"1999-01-01","2013-01-01",5114,"Rest of South Island"
5.36365709282281,5,"2000-01-01","2013-01-01",4749,"Rest of South Island"
5.11529796955555,4,"2001-01-01","2013-01-01",4383,"Rest of South Island"
4.88067913354823,4,"2002-01-01","2013-01-01",4018,"Rest of South Island"
4.63879144184354,4,"2003-01-01","2013-01-01",3653,"Rest of South Island"
4.37429642939876,4,"2004-01-01","2013-01-01",3288,"Rest of South Island"
4.083088742793,4,"2005-01-01","2013-01-01",2922,"Rest of South Island"
3.77998585572843,3,"2006-01-01","2013-01-01",2557,"Rest of South Island"
3.45164466849157,3,"2007-01-01","2013-01-01",2192,"Rest of South Island"
3.06513970110461,3,"2008-01-01","2013-01-01",1827,"Rest of South Island"
2.66098319180718,2,"2009-01-01","2013-01-01",1461,"Rest of South Island"
2.23887831675703,2,"2010-01-01","2013-01-01",1096,"Rest of South Island"
1.7786303472089,2,"2011-01-01","2013-01-01",731,"Rest of South Island"
1.28902525888992,1,"2012-01-01","2013-01-01",366,"Rest of South Island"
7.30972382446935,6,"1993-01-01","2014-01-01",7670,"Rest of South Island"
7.09330676868489,6,"1994-01-01","2014-01-01",7305,"Rest of South Island"
6.86144578313253,6,"1995-01-01","2014-01-01",6940,"Rest of South Island"
6.62666170047066,6,"1996-01-01","2014-01-01",6575,"Rest of South Island"
6.37392374361181,5,"1997-01-01","2014-01-01",6209,"Rest of South Island"
6.12943059084538,5,"1998-01-01","2014-01-01",5844,"Rest of South Island"
5.88629847443579,5,"1999-01-01","2014-01-01",5479,"Rest of South Island"
5.63656959019017,5,"2000-01-01","2014-01-01",5114,"Rest of South Island"
5.39817711021258,5,"2001-01-01","2014-01-01",4748,"Rest of South Island"
5.17325902355805,5,"2002-01-01","2014-01-01",4383,"Rest of South Island"
4.9410388660171,4,"2003-01-01","2014-01-01",4018,"Rest of South Island"
4.68662144009353,4,"2004-01-01","2014-01-01",3653,"Rest of South Island"
4.40734989327806,4,"2005-01-01","2014-01-01",3287,"Rest of South Island"
4.11950528674944,4,"2006-01-01","2014-01-01",2922,"Rest of South Island"
3.80920792309662,3,"2007-01-01","2014-01-01",2557,"Rest of South Island"
3.44377499140567,3,"2008-01-01","2014-01-01",2192,"Rest of South Island"
3.06491400650762,3,"2009-01-01","2014-01-01",1826,"Rest of South Island"
2.67077131258457,2,"2010-01-01","2014-01-01",1461,"Rest of South Island"
2.24465614657427,2,"2011-01-01","2014-01-01",1096,"Rest of South Island"
1.78608466624599,2,"2012-01-01","2014-01-01",731,"Rest of South Island"
1.31080338498736,1,"2013-01-01","2014-01-01",365,"Rest of South Island"
7.49684573398449,6,"1993-01-01","2015-01-01",8035,"Rest of South Island"
7.28576009120382,6,"1994-01-01","2015-01-01",7670,"Rest of South Island"
7.05988062700098,6,"1995-01-01","2015-01-01",7305,"Rest of South Island"
6.8316641567474,6,"1996-01-01","2015-01-01",6940,"Rest of South Island"
6.58610621493252,6,"1997-01-01","2015-01-01",6574,"Rest of South Island"
6.34907170803601,5,"1998-01-01","2015-01-01",6209,"Rest of South Island"
6.11396354419055,5,"1999-01-01","2015-01-01",5844,"Rest of South Island"
5.87261068630041,5,"2000-01-01","2015-01-01",5479,"Rest of South Island"
5.64193877807261,5,"2001-01-01","2015-01-01",5113,"Rest of South Island"
5.42418485877114,5,"2002-01-01","2015-01-01",4748,"Rest of South Island"
5.19941668490518,5,"2003-01-01","2015-01-01",4383,"Rest of South Island"
4.95357695082981,4,"2004-01-01","2015-01-01",4018,"Rest of South Island"
4.68587680604942,4,"2005-01-01","2015-01-01",3652,"Rest of South Island"
4.40885992114336,4,"2006-01-01","2015-01-01",3287,"Rest of South Island"
4.11116628733016,4,"2007-01-01","2015-01-01",2922,"Rest of South Island"
3.76290084413174,3,"2008-01-01","2015-01-01",2557,"Rest of South Island"
3.40196854743665,3,"2009-01-01","2015-01-01",2191,"Rest of South Island"
3.03167742580638,3,"2010-01-01","2015-01-01",1826,"Rest of South Island"
2.6294109337477,2,"2011-01-01","2015-01-01",1461,"Rest of South Island"
2.20348239771646,2,"2012-01-01","2015-01-01",1096,"Rest of South Island"
1.75270416047115,2,"2013-01-01","2015-01-01",730,"Rest of South Island"
1.24830755853674,1,"2014-01-01","2015-01-01",365,"Rest of South Island"
7.67159565603593,6,"1993-01-01","2016-01-01",8400,"Rest of South Island"
7.46522154961275,6,"1994-01-01","2016-01-01",8035,"Rest of South Island"
7.24468035052638,6,"1995-01-01","2016-01-01",7670,"Rest of South Island"
7.02226252592044,6,"1996-01-01","2016-01-01",7305,"Rest of South Island"
6.7825647747071,6,"1997-01-01","2016-01-01",6939,"Rest of South Island"
6.5526753107515,6,"1998-01-01","2016-01-01",6574,"Rest of South Island"
6.32482619863919,5,"1999-01-01","2016-01-01",6209,"Rest of South Island"
6.09051384574223,5,"2000-01-01","2016-01-01",5844,"Rest of South Island"
5.86653567288232,5,"2001-01-01","2016-01-01",5478,"Rest of South Island"
5.65479301562994,5,"2002-01-01","2016-01-01",5113,"Rest of South Island"
5.43564944242365,5,"2003-01-01","2016-01-01",4748,"Rest of South Island"
5.19629588978339,5,"2004-01-01","2016-01-01",4383,"Rest of South Island"
4.93745957664785,4,"2005-01-01","2016-01-01",4017,"Rest of South Island"
4.67012253656333,4,"2006-01-01","2016-01-01",3652,"Rest of South Island"
4.38256053725058,4,"2007-01-01","2016-01-01",3287,"Rest of South Island"
4.04664837870155,4,"2008-01-01","2016-01-01",2922,"Rest of South Island"
3.70143951538195,3,"2009-01-01","2016-01-01",2556,"Rest of South Island"
3.34714588939848,3,"2010-01-01","2016-01-01",2191,"Rest of South Island"
2.96413387240648,3,"2011-01-01","2016-01-01",1826,"Rest of South Island"
2.56205108620614,2,"2012-01-01","2016-01-01",1461,"Rest of South Island"
2.13885209713024,2,"2013-01-01","2016-01-01",1095,"Rest of South Island"
1.67403262518968,2,"2014-01-01","2016-01-01",730,"Rest of South Island"
1.24177451548516,1,"2015-01-01","2016-01-01",365,"Rest of South Island"
7.82069642213588,7,"1993-01-01","2017-01-01",8766,"Rest of South Island"
7.61843300232331,6,"1994-01-01","2017-01-01",8401,"Rest of South Island"
7.40297892150814,6,"1995-01-01","2017-01-01",8036,"Rest of South Island"
7.18586268538521,6,"1996-01-01","2017-01-01",7671,"Rest of South Island"
6.95124298949069,6,"1997-01-01","2017-01-01",7305,"Rest of South Island"
6.72663834758812,6,"1998-01-01","2017-01-01",6940,"Rest of South Island"
6.50478334271244,6,"1999-01-01","2017-01-01",6575,"Rest of South Island"
6.27643022197325,5,"2000-01-01","2017-01-01",6210,"Rest of South Island"
6.05777612122062,5,"2001-01-01","2017-01-01",5844,"Rest of South Island"
5.85132388443268,5,"2002-01-01","2017-01-01",5479,"Rest of South Island"
5.63691009450048,5,"2003-01-01","2017-01-01",5114,"Rest of South Island"
5.40345390444257,5,"2004-01-01","2017-01-01",4749,"Rest of South Island"
5.15184551361194,5,"2005-01-01","2017-01-01",4383,"Rest of South Island"
4.89214470924887,4,"2006-01-01","2017-01-01",4018,"Rest of South Island"
4.61457468381601,4,"2007-01-01","2017-01-01",3653,"Rest of South Island"
4.29051814320465,4,"2008-01-01","2017-01-01",3288,"Rest of South Island"
3.95912577941145,4,"2009-01-01","2017-01-01",2922,"Rest of South Island"
3.61902264756973,3,"2010-01-01","2017-01-01",2557,"Rest of South Island"
3.25144652008596,3,"2011-01-01","2017-01-01",2192,"Rest of South Island"
2.86867707729954,3,"2012-01-01","2017-01-01",1827,"Rest of South Island"
2.47255132495252,2,"2013-01-01","2017-01-01",1461,"Rest of South Island"
2.04152126952476,2,"2014-01-01","2017-01-01",1096,"Rest of South Island"
1.63714383796773,1,"2015-01-01","2017-01-01",731,"Rest of South Island"
1.234375,1,"2016-01-01","2017-01-01",366,"Rest of South Island"
7.95860176267903,7,"1993-01-01","2018-01-01",9131,"Rest of South Island"
7.76000207700496,7,"1994-01-01","2018-01-01",8766,"Rest of South Island"
7.54892174505392,6,"1995-01-01","2018-01-01",8401,"Rest of South Island"
7.33589235434566,6,"1996-01-01","2018-01-01",8036,"Rest of South Island"
7.10580511882787,6,"1997-01-01","2018-01-01",7670,"Rest of South Island"
6.88563485379481,6,"1998-01-01","2018-01-01",7305,"Rest of South Island"
6.66911551046707,6,"1999-01-01","2018-01-01",6940,"Rest of South Island"
6.44583149785207,6,"2000-01-01","2018-01-01",6575,"Rest of South Island"
6.23187805455381,5,"2001-01-01","2018-01-01",6209,"Rest of South Island"
6.02937181228695,5,"2002-01-01","2018-01-01",5844,"Rest of South Island"
5.81937954510289,5,"2003-01-01","2018-01-01",5479,"Rest of South Island"
5.59033181769419,5,"2004-01-01","2018-01-01",5114,"Rest of South Island"
5.34468192393776,5,"2005-01-01","2018-01-01",4748,"Rest of South Island"
5.09154792021,5,"2006-01-01","2018-01-01",4383,"Rest of South Island"
4.82106945565142,4,"2007-01-01","2018-01-01",4018,"Rest of South Island"
4.50663214863328,4,"2008-01-01","2018-01-01",3653,"Rest of South Island"
4.18647339917171,4,"2009-01-01","2018-01-01",3287,"Rest of South Island"
3.85856891928034,3,"2010-01-01","2018-01-01",2922,"Rest of South Island"
3.50417184299768,3,"2011-01-01","2018-01-01",2557,"Rest of South Island"
3.13974348808627,3,"2012-01-01","2018-01-01",2192,"Rest of South Island"
2.76758509698576,2,"2013-01-01","2018-01-01",1826,"Rest of South Island"
2.36984622069115,2,"2014-01-01","2018-01-01",1461,"Rest of South Island"
1.99900707459352,2,"2015-01-01","2018-01-01",1096,"Rest of South Island"
1.63295845905337,1,"2016-01-01","2018-01-01",731,"Rest of South Island"
1.2263942573164,1,"2017-01-01","2018-01-01",365,"Rest of South Island"
1.40069292761919,1,"1993-01-01","1994-01-01",365,"Canterbury"
1.99082343013853,2,"1993-01-01","1995-01-01",730,"Canterbury"
1.44622485987471,1,"1994-01-01","1995-01-01",365,"Canterbury"
2.49482243536468,2,"1993-01-01","1996-01-01",1095,"Canterbury"
2.02294987516804,2,"1994-01-01","1996-01-01",730,"Canterbury"
1.42688312496112,1,"1995-01-01","1996-01-01",365,"Canterbury"
2.92735570208205,3,"1993-01-01","1997-01-01",1461,"Canterbury"
2.51088059299749,2,"1994-01-01","1997-01-01",1096,"Canterbury"
1.99284679463962,2,"1995-01-01","1997-01-01",731,"Canterbury"
1.43969510407505,1,"1996-01-01","1997-01-01",366,"Canterbury"
3.31726320002001,3,"1993-01-01","1998-01-01",1826,"Canterbury"
2.93574267076554,3,"1994-01-01","1998-01-01",1461,"Canterbury"
2.47340838509317,2,"1995-01-01","1998-01-01",1096,"Canterbury"
1.97748497587676,2,"1996-01-01","1998-01-01",731,"Canterbury"
1.40433978681749,1,"1997-01-01","1998-01-01",365,"Canterbury"
3.70751083778607,3,"1993-01-01","1999-01-01",2191,"Canterbury"
3.35895615331789,3,"1994-01-01","1999-01-01",1826,"Canterbury"
2.93811839203935,3,"1995-01-01","1999-01-01",1461,"Canterbury"
2.48996725869291,2,"1996-01-01","1999-01-01",1096,"Canterbury"
1.97001276052744,2,"1997-01-01","1999-01-01",730,"Canterbury"
1.39900145620969,1,"1998-01-01","1999-01-01",365,"Canterbury"
4.09395860164819,4,"1993-01-01","2000-01-01",2556,"Canterbury"
3.77135140257771,3,"1994-01-01","2000-01-01",2191,"Canterbury"
3.38613247745006,3,"1995-01-01","2000-01-01",1826,"Canterbury"
2.97576671423571,3,"1996-01-01","2000-01-01",1461,"Canterbury"
2.50189609073275,2,"1997-01-01","2000-01-01",1095,"Canterbury"
1.98936526329342,2,"1998-01-01","2000-01-01",730,"Canterbury"
1.42010506451777,1,"1999-01-01","2000-01-01",365,"Canterbury"
4.46179741335904,4,"1993-01-01","2001-01-01",2922,"Canterbury"
4.16049147083383,4,"1994-01-01","2001-01-01",2557,"Canterbury"
3.80159160788569,3,"1995-01-01","2001-01-01",2192,"Canterbury"
3.41948932838111,3,"1996-01-01","2001-01-01",1827,"Canterbury"
2.98151017456874,3,"1997-01-01","2001-01-01",1461,"Canterbury"
2.51197087707416,2,"1998-01-01","2001-01-01",1096,"Canterbury"
1.9948533842137,2,"1999-01-01","2001-01-01",731,"Canterbury"
1.39777503090235,1,"2000-01-01","2001-01-01",366,"Canterbury"
4.81757518146164,4,"1993-01-01","2002-01-01",3287,"Canterbury"
4.53360536366884,4,"1994-01-01","2002-01-01",2922,"Canterbury"
4.195265591571,4,"1995-01-01","2002-01-01",2557,"Canterbury"
3.84082043208257,4,"1996-01-01","2002-01-01",2192,"Canterbury"
3.43343099460293,3,"1997-01-01","2002-01-01",1826,"Canterbury"
2.99932815292761,3,"1998-01-01","2002-01-01",1461,"Canterbury"
2.52506746676947,2,"1999-01-01","2002-01-01",1096,"Canterbury"
1.98267252571657,2,"2000-01-01","2002-01-01",731,"Canterbury"
1.41408180763605,1,"2001-01-01","2002-01-01",365,"Canterbury"
5.12216310862684,5,"1993-01-01","2003-01-01",3652,"Canterbury"
4.85027681597953,4,"1994-01-01","2003-01-01",3287,"Canterbury"
4.52860844363122,4,"1995-01-01","2003-01-01",2922,"Canterbury"
4.1927821708848,4,"1996-01-01","2003-01-01",2557,"Canterbury"
3.80753597338227,3,"1997-01-01","2003-01-01",2191,"Canterbury"
3.39666687027874,3,"1998-01-01","2003-01-01",1826,"Canterbury"
2.95130256462189,3,"1999-01-01","2003-01-01",1461,"Canterbury"
2.45282955329932,2,"2000-01-01","2003-01-01",1096,"Canterbury"
1.93997344635653,2,"2001-01-01","2003-01-01",730,"Canterbury"
1.36418635917059,1,"2002-01-01","2003-01-01",365,"Canterbury"
5.34855870494072,5,"1993-01-01","2004-01-01",4017,"Canterbury"
5.08723076179168,5,"1994-01-01","2004-01-01",3652,"Canterbury"
4.77968203460418,4,"1995-01-01","2004-01-01",3287,"Canterbury"
4.45822384349679,4,"1996-01-01","2004-01-01",2922,"Canterbury"
4.09117028223173,4,"1997-01-01","2004-01-01",2556,"Canterbury"
3.70083387753052,3,"1998-01-01","2004-01-01",2191,"Canterbury"
3.27938212225837,3,"1999-01-01","2004-01-01",1826,"Canterbury"
2.81233639758334,3,"2000-01-01","2004-01-01",1461,"Canterbury"
2.34111158954655,2,"2001-01-01","2004-01-01",1095,"Canterbury"
1.83333744297867,2,"2002-01-01","2004-01-01",730,"Canterbury"
1.33724547511312,1,"2003-01-01","2004-01-01",365,"Canterbury"
5.52537291705524,5,"1993-01-01","2005-01-01",4383,"Canterbury"
5.27273607560617,5,"1994-01-01","2005-01-01",4018,"Canterbury"
4.97521149133395,4,"1995-01-01","2005-01-01",3653,"Canterbury"
4.66459024996863,4,"1996-01-01","2005-01-01",3288,"Canterbury"
4.31213229950647,4,"1997-01-01","2005-01-01",2922,"Canterbury"
3.93885270164952,4,"1998-01-01","2005-01-01",2557,"Canterbury"
3.53961253740747,3,"1999-01-01","2005-01-01",2192,"Canterbury"
3.10323289515363,3,"2000-01-01","2005-01-01",1827,"Canterbury"
2.66997116300944,2,"2001-01-01","2005-01-01",1461,"Canterbury"
2.21749327560192,2,"2002-01-01","2005-01-01",1096,"Canterbury"
1.78778853313477,2,"2003-01-01","2005-01-01",731,"Canterbury"
1.32002742812362,1,"2004-01-01","2005-01-01",366,"Canterbury"
5.70618205675467,5,"1993-01-01","2006-01-01",4748,"Canterbury"
5.46159288768573,5,"1994-01-01","2006-01-01",4383,"Canterbury"
5.17544165285521,5,"1995-01-01","2006-01-01",4018,"Canterbury"
4.87704972313774,4,"1996-01-01","2006-01-01",3653,"Canterbury"
4.53964809318725,4,"1997-01-01","2006-01-01",3287,"Canterbury"
4.18398771633181,4,"1998-01-01","2006-01-01",2922,"Canterbury"
3.80621452173176,3,"1999-01-01","2006-01-01",2557,"Canterbury"
3.39913463193175,3,"2000-01-01","2006-01-01",2192,"Canterbury"
3.0020627873168,3,"2001-01-01","2006-01-01",1826,"Canterbury"
2.59205630847677,2,"2002-01-01","2006-01-01",1461,"Canterbury"
2.21166065327756,2,"2003-01-01","2006-01-01",1096,"Canterbury"
1.78224132103713,2,"2004-01-01","2006-01-01",731,"Canterbury"
1.30530825993811,1,"2005-01-01","2006-01-01",365,"Canterbury"
5.88808078333499,5,"1993-01-01","2007-01-01",5113,"Canterbury"
5.65114834754905,5,"1994-01-01","2007-01-01",4748,"Canterbury"
5.37419673539519,5,"1995-01-01","2007-01-01",4383,"Canterbury"
5.08660363690056,4,"1996-01-01","2007-01-01",4018,"Canterbury"
4.76185968708055,4,"1997-01-01","2007-01-01",3652,"Canterbury"
4.42140887025596,4,"1998-01-01","2007-01-01",3287,"Canterbury"
4.06225162293585,4,"1999-01-01","2007-01-01",2922,"Canterbury"
3.68073993471164,3,"2000-01-01","2007-01-01",2557,"Canterbury"
3.31102929144166,3,"2001-01-01","2007-01-01",2191,"Canterbury"
2.93230005957439,3,"2002-01-01","2007-01-01",1826,"Canterbury"
2.58200688708551,2,"2003-01-01","2007-01-01",1461,"Canterbury"
2.19230893625279,2,"2004-01-01","2007-01-01",1096,"Canterbury"
1.76405687936071,2,"2005-01-01","2007-01-01",730,"Canterbury"
1.28658894984326,1,"2006-01-01","2007-01-01",365,"Canterbury"
6.08498256659279,5,"1993-01-01","2008-01-01",5478,"Canterbury"
5.8563166683328,5,"1994-01-01","2008-01-01",5113,"Canterbury"
5.58894877648849,5,"1995-01-01","2008-01-01",4748,"Canterbury"
5.31230714480102,5,"1996-01-01","2008-01-01",4383,"Canterbury"
5.00032914017765,4,"1997-01-01","2008-01-01",4017,"Canterbury"
4.67550958201001,4,"1998-01-01","2008-01-01",3652,"Canterbury"
4.33517760378772,4,"1999-01-01","2008-01-01",3287,"Canterbury"
3.9744359440228,4,"2000-01-01","2008-01-01",2922,"Canterbury"
3.62751659253717,3,"2001-01-01","2008-01-01",2556,"Canterbury"
3.2739991165723,3,"2002-01-01","2008-01-01",2191,"Canterbury"
2.94957024416217,3,"2003-01-01","2008-01-01",1826,"Canterbury"
2.5911981896141,2,"2004-01-01","2008-01-01",1461,"Canterbury"
2.19789748674126,2,"2005-01-01","2008-01-01",1095,"Canterbury"
1.76620903662608,2,"2006-01-01","2008-01-01",730,"Canterbury"
1.31308199981918,1,"2007-01-01","2008-01-01",365,"Canterbury"
6.24613538181806,5,"1993-01-01","2009-01-01",5844,"Canterbury"
6.02468975419644,5,"1994-01-01","2009-01-01",5479,"Canterbury"
5.76592691413222,5,"1995-01-01","2009-01-01",5114,"Canterbury"
5.49869482676792,5,"1996-01-01","2009-01-01",4749,"Canterbury"
5.19946112614808,5,"1997-01-01","2009-01-01",4383,"Canterbury"
4.88894055131186,4,"1998-01-01","2009-01-01",4018,"Canterbury"
4.56381748040872,4,"1999-01-01","2009-01-01",3653,"Canterbury"
4.22039681266378,4,"2000-01-01","2009-01-01",3288,"Canterbury"
3.89227955506251,3,"2001-01-01","2009-01-01",2922,"Canterbury"
3.55799044494957,3,"2002-01-01","2009-01-01",2557,"Canterbury"
3.25191419995455,3,"2003-01-01","2009-01-01",2192,"Canterbury"
2.91693221661356,3,"2004-01-01","2009-01-01",1827,"Canterbury"
2.55253239652886,2,"2005-01-01","2009-01-01",1461,"Canterbury"
2.15674019796493,2,"2006-01-01","2009-01-01",1096,"Canterbury"
1.74129531933999,2,"2007-01-01","2009-01-01",731,"Canterbury"
1.26151719216876,1,"2008-01-01","2009-01-01",366,"Canterbury"
6.41853253474584,6,"1993-01-01","2010-01-01",6209,"Canterbury"
6.2032559950122,5,"1994-01-01","2010-01-01",5844,"Canterbury"
5.95274030438223,5,"1995-01-01","2010-01-01",5479,"Canterbury"
5.69452707662374,5,"1996-01-01","2010-01-01",5114,"Canterbury"
5.40652435425181,5,"1997-01-01","2010-01-01",4748,"Canterbury"
5.10866233964202,4,"1998-01-01","2010-01-01",4383,"Canterbury"
4.79659477175321,4,"1999-01-01","2010-01-01",4018,"Canterbury"
4.46881696927076,4,"2000-01-01","2010-01-01",3653,"Canterbury"
4.1570184937916,4,"2001-01-01","2010-01-01",3287,"Canterbury"
3.84004600965968,3,"2002-01-01","2010-01-01",2922,"Canterbury"
3.55163511187608,3,"2003-01-01","2010-01-01",2557,"Canterbury"
3.23541326514895,3,"2004-01-01","2010-01-01",2192,"Canterbury"
2.89388359362863,3,"2005-01-01","2010-01-01",1826,"Canterbury"
2.52723304155075,2,"2006-01-01","2010-01-01",1461,"Canterbury"
2.14726641766903,2,"2007-01-01","2010-01-01",1096,"Canterbury"
1.71059628628716,2,"2008-01-01","2010-01-01",731,"Canterbury"
1.25258940369123,1,"2009-01-01","2010-01-01",365,"Canterbury"
6.59315313984828,6,"1993-01-01","2011-01-01",6574,"Canterbury"
6.38502653279264,6,"1994-01-01","2011-01-01",6209,"Canterbury"
6.1428562600993,5,"1995-01-01","2011-01-01",5844,"Canterbury"
5.89411347794424,5,"1996-01-01","2011-01-01",5479,"Canterbury"
5.61747020090938,5,"1997-01-01","2011-01-01",5113,"Canterbury"
5.33157076662465,5,"1998-01-01","2011-01-01",4748,"Canterbury"
5.03280179350211,4,"1999-01-01","2011-01-01",4383,"Canterbury"
4.71990861786666,4,"2000-01-01","2011-01-01",4018,"Canterbury"
4.42270779656562,4,"2001-01-01","2011-01-01",3652,"Canterbury"
4.12179308060894,4,"2002-01-01","2011-01-01",3287,"Canterbury"
3.84969094097691,3,"2003-01-01","2011-01-01",2922,"Canterbury"
3.55177178632473,3,"2004-01-01","2011-01-01",2557,"Canterbury"
3.23178512571627,3,"2005-01-01","2011-01-01",2191,"Canterbury"
2.88938414946485,3,"2006-01-01","2011-01-01",1826,"Canterbury"
2.5382617404607,2,"2007-01-01","2011-01-01",1461,"Canterbury"
2.13474155864938,2,"2008-01-01","2011-01-01",1096,"Canterbury"
1.71059677001468,2,"2009-01-01","2011-01-01",730,"Canterbury"
1.2623933493765,1,"2010-01-01","2011-01-01",365,"Canterbury"
6.75059464405637,6,"1993-01-01","2012-01-01",6939,"Canterbury"
6.54907955037229,6,"1994-01-01","2012-01-01",6574,"Canterbury"
6.31440064174034,5,"1995-01-01","2012-01-01",6209,"Canterbury"
6.07371049162602,5,"1996-01-01","2012-01-01",5844,"Canterbury"
5.80591263345709,5,"1997-01-01","2012-01-01",5478,"Canterbury"
5.52909381158715,5,"1998-01-01","2012-01-01",5113,"Canterbury"
5.24049489552489,5,"1999-01-01","2012-01-01",4748,"Canterbury"
4.93932678579833,4,"2000-01-01","2012-01-01",4383,"Canterbury"
4.65360774673989,4,"2001-01-01","2012-01-01",4017,"Canterbury"
4.36578193053643,4,"2002-01-01","2012-01-01",3652,"Canterbury"
4.10506992560018,4,"2003-01-01","2012-01-01",3287,"Canterbury"
3.82092813838909,3,"2004-01-01","2012-01-01",2922,"Canterbury"
3.51887196944105,3,"2005-01-01","2012-01-01",2556,"Canterbury"
3.19484378643917,3,"2006-01-01","2012-01-01",2191,"Canterbury"
2.86589755668335,3,"2007-01-01","2012-01-01",1826,"Canterbury"
2.48768102313335,2,"2008-01-01","2012-01-01",1461,"Canterbury"
1.40069292761919,1,"1993-01-01","1994-01-01",365,"Canterbury"
1.99082343013853,2,"1993-01-01","1995-01-01",730,"Canterbury"
1.44622485987471,1,"1994-01-01","1995-01-01",365,"Canterbury"
2.49482243536468,2,"1993-01-01","1996-01-01",1095,"Canterbury"
2.02294987516804,2,"1994-01-01","1996-01-01",730,"Canterbury"
1.42688312496112,1,"1995-01-01","1996-01-01",365,"Canterbury"
2.92735570208205,3,"1993-01-01","1997-01-01",1461,"Canterbury"
2.51088059299749,2,"1994-01-01","1997-01-01",1096,"Canterbury"
1.99284679463962,2,"1995-01-01","1997-01-01",731,"Canterbury"
1.43969510407505,1,"1996-01-01","1997-01-01",366,"Canterbury"
3.31726320002001,3,"1993-01-01","1998-01-01",1826,"Canterbury"
2.93574267076554,3,"1994-01-01","1998-01-01",1461,"Canterbury"
2.47340838509317,2,"1995-01-01","1998-01-01",1096,"Canterbury"
1.97748497587676,2,"1996-01-01","1998-01-01",731,"Canterbury"
1.40433978681749,1,"1997-01-01","1998-01-01",365,"Canterbury"
3.70751083778607,3,"1993-01-01","1999-01-01",2191,"Canterbury"
3.35895615331789,3,"1994-01-01","1999-01-01",1826,"Canterbury"
2.93811839203935,3,"1995-01-01","1999-01-01",1461,"Canterbury"
2.48996725869291,2,"1996-01-01","1999-01-01",1096,"Canterbury"
1.97001276052744,2,"1997-01-01","1999-01-01",730,"Canterbury"
1.39900145620969,1,"1998-01-01","1999-01-01",365,"Canterbury"
4.09395860164819,4,"1993-01-01","2000-01-01",2556,"Canterbury"
3.77135140257771,3,"1994-01-01","2000-01-01",2191,"Canterbury"
3.38613247745006,3,"1995-01-01","2000-01-01",1826,"Canterbury"
2.97576671423571,3,"1996-01-01","2000-01-01",1461,"Canterbury"
2.50189609073275,2,"1997-01-01","2000-01-01",1095,"Canterbury"
1.98936526329342,2,"1998-01-01","2000-01-01",730,"Canterbury"
1.42010506451777,1,"1999-01-01","2000-01-01",365,"Canterbury"
4.46179741335904,4,"1993-01-01","2001-01-01",2922,"Canterbury"
4.16049147083383,4,"1994-01-01","2001-01-01",2557,"Canterbury"
3.80159160788569,3,"1995-01-01","2001-01-01",2192,"Canterbury"
3.41948932838111,3,"1996-01-01","2001-01-01",1827,"Canterbury"
2.98151017456874,3,"1997-01-01","2001-01-01",1461,"Canterbury"
2.51197087707416,2,"1998-01-01","2001-01-01",1096,"Canterbury"
1.9948533842137,2,"1999-01-01","2001-01-01",731,"Canterbury"
1.39777503090235,1,"2000-01-01","2001-01-01",366,"Canterbury"
4.81757518146164,4,"1993-01-01","2002-01-01",3287,"Canterbury"
4.53360536366884,4,"1994-01-01","2002-01-01",2922,"Canterbury"
4.195265591571,4,"1995-01-01","2002-01-01",2557,"Canterbury"
3.84082043208257,4,"1996-01-01","2002-01-01",2192,"Canterbury"
3.43343099460293,3,"1997-01-01","2002-01-01",1826,"Canterbury"
2.99932815292761,3,"1998-01-01","2002-01-01",1461,"Canterbury"
2.52506746676947,2,"1999-01-01","2002-01-01",1096,"Canterbury"
1.98267252571657,2,"2000-01-01","2002-01-01",731,"Canterbury"
1.41408180763605,1,"2001-01-01","2002-01-01",365,"Canterbury"
5.12216310862684,5,"1993-01-01","2003-01-01",3652,"Canterbury"
4.85027681597953,4,"1994-01-01","2003-01-01",3287,"Canterbury"
4.52860844363122,4,"1995-01-01","2003-01-01",2922,"Canterbury"
4.1927821708848,4,"1996-01-01","2003-01-01",2557,"Canterbury"
3.80753597338227,3,"1997-01-01","2003-01-01",2191,"Canterbury"
3.39666687027874,3,"1998-01-01","2003-01-01",1826,"Canterbury"
2.95130256462189,3,"1999-01-01","2003-01-01",1461,"Canterbury"
2.45282955329932,2,"2000-01-01","2003-01-01",1096,"Canterbury"
1.93997344635653,2,"2001-01-01","2003-01-01",730,"Canterbury"
1.36418635917059,1,"2002-01-01","2003-01-01",365,"Canterbury"
5.34855870494072,5,"1993-01-01","2004-01-01",4017,"Canterbury"
5.08723076179168,5,"1994-01-01","2004-01-01",3652,"Canterbury"
4.77968203460418,4,"1995-01-01","2004-01-01",3287,"Canterbury"
4.45822384349679,4,"1996-01-01","2004-01-01",2922,"Canterbury"
4.09117028223173,4,"1997-01-01","2004-01-01",2556,"Canterbury"
3.70083387753052,3,"1998-01-01","2004-01-01",2191,"Canterbury"
