"Observations","count","prop","win_start","win_end","win_days","region"
"19",72,0.000268057587705092,"1997-01-01","2015-01-01",6574,"Auckland"
"2",50852,0.189323117360824,"1997-01-01","2015-01-01",6574,"Auckland"
"20",48,0.000178705058470061,"1997-01-01","2015-01-01",6574,"Auckland"
"21",34,0.000126582749749627,"1997-01-01","2015-01-01",6574,"Auckland"
"22",17,6.32913748748134e-05,"1997-01-01","2015-01-01",6574,"Auckland"
"23",8,2.97841764116769e-05,"1997-01-01","2015-01-01",6574,"Auckland"
"24",5,1.86151102572981e-05,"1997-01-01","2015-01-01",6574,"Auckland"
"25",2,7.44604410291922e-06,"1997-01-01","2015-01-01",6574,"Auckland"
"28",1,3.72302205145961e-06,"1997-01-01","2015-01-01",6574,"Auckland"
"3",36140,0.13455001693975,"1997-01-01","2015-01-01",6574,"Auckland"
"30",2,7.44604410291922e-06,"1997-01-01","2015-01-01",6574,"Auckland"
"33",1,3.72302205145961e-06,"1997-01-01","2015-01-01",6574,"Auckland"
"4",27064,0.100759868800703,"1997-01-01","2015-01-01",6574,"Auckland"
"5",20020,0.0745349014702214,"1997-01-01","2015-01-01",6574,"Auckland"
"6",15037,0.0559830825877982,"1997-01-01","2015-01-01",6574,"Auckland"
"7",11438,0.042583926224595,"1997-01-01","2015-01-01",6574,"Auckland"
"8",8285,0.0308452376963429,"1997-01-01","2015-01-01",6574,"Auckland"
"9",5769,0.0214781142148705,"1997-01-01","2015-01-01",6574,"Auckland"
"1",81187,0.308833207168208,"1998-01-01","2015-01-01",6209,"Auckland"
"10",3730,0.0141888216430884,"1998-01-01","2015-01-01",6209,"Auckland"
"11",2493,0.00948330626172099,"1998-01-01","2015-01-01",6209,"Auckland"
"12",1640,0.00623851675460186,"1998-01-01","2015-01-01",6209,"Auckland"
"13",1094,0.00416154715215514,"1998-01-01","2015-01-01",6209,"Auckland"
"14",670,0.00254866233267271,"1998-01-01","2015-01-01",6209,"Auckland"
"15",380,0.00144550997972482,"1998-01-01","2015-01-01",6209,"Auckland"
"16",258,0.000981425196760536,"1998-01-01","2015-01-01",6209,"Auckland"
"17",152,0.000578203991889928,"1998-01-01","2015-01-01",6209,"Auckland"
"18",111,0.000422241073024882,"1998-01-01","2015-01-01",6209,"Auckland"
"19",52,0.000197806628804449,"1998-01-01","2015-01-01",6209,"Auckland"
"2",50741,0.193017426003203,"1998-01-01","2015-01-01",6209,"Auckland"
"20",34,0.000129335103449063,"1998-01-01","2015-01-01",6209,"Auckland"
"21",19,7.2275498986241e-05,"1998-01-01","2015-01-01",6209,"Auckland"
"22",12,4.56476835702575e-05,"1998-01-01","2015-01-01",6209,"Auckland"
"23",8,3.04317890468383e-05,"1998-01-01","2015-01-01",6209,"Auckland"
"24",3,1.14119208925644e-05,"1998-01-01","2015-01-01",6209,"Auckland"
"26",1,3.80397363085479e-06,"1998-01-01","2015-01-01",6209,"Auckland"
"29",1,3.80397363085479e-06,"1998-01-01","2015-01-01",6209,"Auckland"
"3",35834,0.136311591088051,"1998-01-01","2015-01-01",6209,"Auckland"
"30",1,3.80397363085479e-06,"1998-01-01","2015-01-01",6209,"Auckland"
"33",1,3.80397363085479e-06,"1998-01-01","2015-01-01",6209,"Auckland"
"4",26597,0.101174286659845,"1998-01-01","2015-01-01",6209,"Auckland"
"5",19429,0.0739074036738777,"1998-01-01","2015-01-01",6209,"Auckland"
"6",14564,0.0554010719597692,"1998-01-01","2015-01-01",6209,"Auckland"
"7",10918,0.0415317841016726,"1998-01-01","2015-01-01",6209,"Auckland"
"8",7656,0.0291232221178243,"1998-01-01","2015-01-01",6209,"Auckland"
"9",5297,0.0201496483226378,"1998-01-01","2015-01-01",6209,"Auckland"
"1",80725,0.315590914421987,"1999-01-01","2015-01-01",5844,"Auckland"
"10",3224,0.0126040892919973,"1999-01-01","2015-01-01",5844,"Auckland"
"11",2146,0.00838969467141014,"1999-01-01","2015-01-01",5844,"Auckland"
"12",1332,0.0052073966925994,"1999-01-01","2015-01-01",5844,"Auckland"
"13",869,0.00339731811251417,"1999-01-01","2015-01-01",5844,"Auckland"
"14",478,0.00186872043473162,"1999-01-01","2015-01-01",5844,"Auckland"
"15",303,0.00118456546385707,"1999-01-01","2015-01-01",5844,"Auckland"
"16",186,0.000727158997615231,"1999-01-01","2015-01-01",5844,"Auckland"
"17",135,0.000527776691817507,"1999-01-01","2015-01-01",5844,"Auckland"
"18",73,0.000285390359279096,"1999-01-01","2015-01-01",5844,"Auckland"
"19",45,0.000175925563939169,"1999-01-01","2015-01-01",5844,"Auckland"
"2",50454,0.197247742288596,"1999-01-01","2015-01-01",5844,"Auckland"
"20",21,8.20985965049455e-05,"1999-01-01","2015-01-01",5844,"Auckland"
"21",19,7.42796825520935e-05,"1999-01-01","2015-01-01",5844,"Auckland"
"22",4,1.56378279057039e-05,"1999-01-01","2015-01-01",5844,"Auckland"
"23",6,2.34567418585558e-05,"1999-01-01","2015-01-01",5844,"Auckland"
"24",3,1.17283709292779e-05,"1999-01-01","2015-01-01",5844,"Auckland"
"28",1,3.90945697642597e-06,"1999-01-01","2015-01-01",5844,"Auckland"
"3",35415,0.138453418820126,"1999-01-01","2015-01-01",5844,"Auckland"
"30",1,3.90945697642597e-06,"1999-01-01","2015-01-01",5844,"Auckland"
"32",1,3.90945697642597e-06,"1999-01-01","2015-01-01",5844,"Auckland"
"4",25769,0.100742796825521,"1999-01-01","2015-01-01",5844,"Auckland"
"5",18740,0.0732632237382228,"1999-01-01","2015-01-01",5844,"Auckland"
"6",13861,0.0541889831502404,"1999-01-01","2015-01-01",5844,"Auckland"
"7",10164,0.0397357207083936,"1999-01-01","2015-01-01",5844,"Auckland"
"8",6958,0.0272020016419719,"1999-01-01","2015-01-01",5844,"Auckland"
"9",4857,0.018988232534501,"1999-01-01","2015-01-01",5844,"Auckland"
"1",80698,0.324869867673641,"2000-01-01","2015-01-01",5479,"Auckland"
"10",2785,0.0112117100977854,"2000-01-01","2015-01-01",5479,"Auckland"
"11",1725,0.00694441648785633,"2000-01-01","2015-01-01",5479,"Auckland"
"12",1038,0.00417872713877963,"2000-01-01","2015-01-01",5479,"Auckland"
"13",682,0.00274556060563363,"2000-01-01","2015-01-01",5479,"Auckland"
"14",357,0.00143719228183461,"2000-01-01","2015-01-01",5479,"Auckland"
"15",231,0.000929947947069456,"2000-01-01","2015-01-01",5479,"Auckland"
"16",141,0.000567630565094343,"2000-01-01","2015-01-01",5479,"Auckland"
"17",93,0.00037439462804095,"2000-01-01","2015-01-01",5479,"Auckland"
"18",61,0.000245570670005354,"2000-01-01","2015-01-01",5479,"Auckland"
"19",27,0.000108695214592534,"2000-01-01","2015-01-01",5479,"Auckland"
"2",50074,0.201585339833576,"2000-01-01","2015-01-01",5479,"Auckland"
"20",16,6.44119790177978e-05,"2000-01-01","2015-01-01",5479,"Auckland"
"21",8,3.22059895088989e-05,"2000-01-01","2015-01-01",5479,"Auckland"
"22",4,1.61029947544495e-05,"2000-01-01","2015-01-01",5479,"Auckland"
"23",5,2.01287434430618e-05,"2000-01-01","2015-01-01",5479,"Auckland"
"24",1,4.02574868861236e-06,"2000-01-01","2015-01-01",5479,"Auckland"
"27",1,4.02574868861236e-06,"2000-01-01","2015-01-01",5479,"Auckland"
"29",1,4.02574868861236e-06,"2000-01-01","2015-01-01",5479,"Auckland"
"3",34707,0.139721659735669,"2000-01-01","2015-01-01",5479,"Auckland"
"30",1,4.02574868861236e-06,"2000-01-01","2015-01-01",5479,"Auckland"
"4",24888,0.100192833362185,"2000-01-01","2015-01-01",5479,"Auckland"
"5",17791,0.0716220949191026,"2000-01-01","2015-01-01",5479,"Auckland"
"6",13108,0.0527695138103309,"2000-01-01","2015-01-01",5479,"Auckland"
"7",9412,0.0378903466572196,"2000-01-01","2015-01-01",5479,"Auckland"
"8",6305,0.025382345481701,"2000-01-01","2015-01-01",5479,"Auckland"
"9",4241,0.017073200188405,"2000-01-01","2015-01-01",5479,"Auckland"
"1",80483,0.334922993054602,"2001-01-01","2015-01-01",5113,"Auckland"
"10",2229,0.00927578931598856,"2001-01-01","2015-01-01",5113,"Auckland"
"11",1403,0.00583846227471151,"2001-01-01","2015-01-01",5113,"Auckland"
"12",826,0.00343732704127705,"2001-01-01","2015-01-01",5113,"Auckland"
"13",505,0.00210151350586551,"2001-01-01","2015-01-01",5113,"Auckland"
"14",298,0.0012401010391048,"2001-01-01","2015-01-01",5113,"Auckland"
"15",169,0.000703278777210438,"2001-01-01","2015-01-01",5113,"Auckland"
"16",104,0.000432786939821808,"2001-01-01","2015-01-01",5113,"Auckland"
"17",60,0.00024968477297412,"2001-01-01","2015-01-01",5113,"Auckland"
"18",39,0.000162295102433178,"2001-01-01","2015-01-01",5113,"Auckland"
"19",22,9.15510834238441e-05,"2001-01-01","2015-01-01",5113,"Auckland"
"2",49369,0.205444792615989,"2001-01-01","2015-01-01",5113,"Auckland"
"20",10,4.161412882902e-05,"2001-01-01","2015-01-01",5113,"Auckland"
"21",9,3.7452715946118e-05,"2001-01-01","2015-01-01",5113,"Auckland"
"22",4,1.6645651531608e-05,"2001-01-01","2015-01-01",5113,"Auckland"
"26",1,4.161412882902e-06,"2001-01-01","2015-01-01",5113,"Auckland"
"27",1,4.161412882902e-06,"2001-01-01","2015-01-01",5113,"Auckland"
"29",1,4.161412882902e-06,"2001-01-01","2015-01-01",5113,"Auckland"
"3",33857,0.140892955976413,"2001-01-01","2015-01-01",5113,"Auckland"
"4",23782,0.0989667211811754,"2001-01-01","2015-01-01",5113,"Auckland"
"5",17050,0.0709520896534792,"2001-01-01","2015-01-01",5113,"Auckland"
"6",12224,0.0508691110805941,"2001-01-01","2015-01-01",5113,"Auckland"
"7",8550,0.0355800801488121,"2001-01-01","2015-01-01",5113,"Auckland"
"8",5681,0.0236409865877663,"2001-01-01","2015-01-01",5113,"Auckland"
"9",3626,0.0150892831134027,"2001-01-01","2015-01-01",5113,"Auckland"
"1",79881,0.344945072028189,"2002-01-01","2015-01-01",4748,"Auckland"
"10",1803,0.00778578090993885,"2002-01-01","2015-01-01",4748,"Auckland"
"11",1081,0.00466801395654126,"2002-01-01","2015-01-01",4748,"Auckland"
"12",634,0.0027377621169724,"2002-01-01","2015-01-01",4748,"Auckland"
"13",385,0.00166252115936021,"2002-01-01","2015-01-01",4748,"Auckland"
"14",218,0.000941375617507859,"2002-01-01","2015-01-01",4748,"Auckland"
"15",117,0.000505233702974401,"2002-01-01","2015-01-01",4748,"Auckland"
"16",86,0.000371368362870073,"2002-01-01","2015-01-01",4748,"Auckland"
"17",43,0.000185684181435036,"2002-01-01","2015-01-01",4748,"Auckland"
"18",20,8.63647355511797e-05,"2002-01-01","2015-01-01",4748,"Auckland"
"19",16,6.90917884409438e-05,"2002-01-01","2015-01-01",4748,"Auckland"
"2",48539,0.209602894945936,"2002-01-01","2015-01-01",4748,"Auckland"
"20",7,3.02276574429129e-05,"2002-01-01","2015-01-01",4748,"Auckland"
"21",6,2.59094206653539e-05,"2002-01-01","2015-01-01",4748,"Auckland"
"22",1,4.31823677755899e-06,"2002-01-01","2015-01-01",4748,"Auckland"
"24",1,4.31823677755899e-06,"2002-01-01","2015-01-01",4748,"Auckland"
"26",2,8.63647355511797e-06,"2002-01-01","2015-01-01",4748,"Auckland"
"3",32718,0.141284070888175,"2002-01-01","2015-01-01",4748,"Auckland"
"4",23008,0.0993539917780772,"2002-01-01","2015-01-01",4748,"Auckland"
"5",16088,0.069471793277369,"2002-01-01","2015-01-01",4748,"Auckland"
"6",11256,0.048606073168204,"2002-01-01","2015-01-01",4748,"Auckland"
"7",7767,0.0335397450513007,"2002-01-01","2015-01-01",4748,"Auckland"
"8",4818,0.0208052647942792,"2002-01-01","2015-01-01",4748,"Auckland"
"9",3081,0.0133044875116592,"2002-01-01","2015-01-01",4748,"Auckland"
"1",78737,0.353810550912196,"2003-01-01","2015-01-01",4383,"Auckland"
"10",1450,0.0065156825739193,"2003-01-01","2015-01-01",4383,"Auckland"
"11",863,0.00387795452502921,"2003-01-01","2015-01-01",4383,"Auckland"
"12",494,0.00221982564932147,"2003-01-01","2015-01-01",4383,"Auckland"
"13",285,0.00128066864383931,"2003-01-01","2015-01-01",4383,"Auckland"
"14",157,0.000705491147658848,"2003-01-01","2015-01-01",4383,"Auckland"
"15",96,0.000431383122135346,"2003-01-01","2015-01-01",4383,"Auckland"
"16",58,0.000260627302956772,"2003-01-01","2015-01-01",4383,"Auckland"
"17",33,0.000148287948234025,"2003-01-01","2015-01-01",4383,"Auckland"
"18",13,5.84164644558282e-05,"2003-01-01","2015-01-01",4383,"Auckland"
"19",11,4.94293160780084e-05,"2003-01-01","2015-01-01",4383,"Auckland"
"2",47637,0.214060393637099,"2003-01-01","2015-01-01",4383,"Auckland"
"20",5,2.24678709445493e-05,"2003-01-01","2015-01-01",4383,"Auckland"
"21",2,8.98714837781972e-06,"2003-01-01","2015-01-01",4383,"Auckland"
"22",1,4.49357418890986e-06,"2003-01-01","2015-01-01",4383,"Auckland"
"23",1,4.49357418890986e-06,"2003-01-01","2015-01-01",4383,"Auckland"
"25",1,4.49357418890986e-06,"2003-01-01","2015-01-01",4383,"Auckland"
"3",31615,0.142064347982385,"2003-01-01","2015-01-01",4383,"Auckland"
"4",21992,0.0988226835625056,"2003-01-01","2015-01-01",4383,"Auckland"
"5",15260,0.0685719421227644,"2003-01-01","2015-01-01",4383,"Auckland"
"6",10340,0.0464635571133279,"2003-01-01","2015-01-01",4383,"Auckland"
"7",6847,0.0307675024714658,"2003-01-01","2015-01-01",4383,"Auckland"
"8",4115,0.0184910577873641,"2003-01-01","2015-01-01",4383,"Auckland"
"9",2527,0.0113552619753752,"2003-01-01","2015-01-01",4383,"Auckland"
"1",77142,0.363704084374897,"2004-01-01","2015-01-01",4018,"Auckland"
"10",1116,0.00526164421667036,"2004-01-01","2015-01-01",4018,"Auckland"
"11",647,0.00305043351987968,"2004-01-01","2015-01-01",4018,"Auckland"
"12",373,0.00175859614051796,"2004-01-01","2015-01-01",4018,"Auckland"
"13",209,0.000985379606885399,"2004-01-01","2015-01-01",4018,"Auckland"
"14",122,0.000575197665263247,"2004-01-01","2015-01-01",4018,"Auckland"
"15",73,0.000344175652165714,"2004-01-01","2015-01-01",4018,"Auckland"
"16",37,0.000174445193563444,"2004-01-01","2015-01-01",4018,"Auckland"
"17",19,8.9579964262309e-05,"2004-01-01","2015-01-01",4018,"Auckland"
"18",7,3.30031447282191e-05,"2004-01-01","2015-01-01",4018,"Auckland"
"19",5,2.35736748058708e-05,"2004-01-01","2015-01-01",4018,"Auckland"
"2",46426,0.218886285307471,"2004-01-01","2015-01-01",4018,"Auckland"
"20",2,9.42946992234832e-06,"2004-01-01","2015-01-01",4018,"Auckland"
"21",1,4.71473496117416e-06,"2004-01-01","2015-01-01",4018,"Auckland"
"24",1,4.71473496117416e-06,"2004-01-01","2015-01-01",4018,"Auckland"
"3",30427,0.143455240663646,"2004-01-01","2015-01-01",4018,"Auckland"
"4",20972,0.0988774216057444,"2004-01-01","2015-01-01",4018,"Auckland"
"5",14192,0.0669115185689836,"2004-01-01","2015-01-01",4018,"Auckland"
"6",9138,0.0430832480752095,"2004-01-01","2015-01-01",4018,"Auckland"
"7",5792,0.0273077448951207,"2004-01-01","2015-01-01",4018,"Auckland"
"8",3431,0.0161762556517885,"2004-01-01","2015-01-01",4018,"Auckland"
"9",1969,0.00928331313855192,"2004-01-01","2015-01-01",4018,"Auckland"
"1",75537,0.37550519235836,"2005-01-01","2015-01-01",3652,"Auckland"
"10",808,0.00401668315428935,"2005-01-01","2015-01-01",3652,"Auckland"
"11",485,0.00241100412107715,"2005-01-01","2015-01-01",3652,"Auckland"
"12",249,0.00123781448690352,"2005-01-01","2015-01-01",3652,"Auckland"
"13",139,0.000690988809958193,"2005-01-01","2015-01-01",3652,"Auckland"
"14",94,0.000467287396662375,"2005-01-01","2015-01-01",3652,"Auckland"
"15",39,0.000193874558189709,"2005-01-01","2015-01-01",3652,"Auckland"
"16",19,9.4451707836012e-05,"2005-01-01","2015-01-01",3652,"Auckland"
"17",11,5.46825676945332e-05,"2005-01-01","2015-01-01",3652,"Auckland"
"18",3,1.49134275530545e-05,"2005-01-01","2015-01-01",3652,"Auckland"
"19",1,4.97114251768484e-06,"2005-01-01","2015-01-01",3652,"Auckland"
"2",45232,0.224854718359921,"2005-01-01","2015-01-01",3652,"Auckland"
"22",1,4.97114251768484e-06,"2005-01-01","2015-01-01",3652,"Auckland"
"3",29400,0.146151590019934,"2005-01-01","2015-01-01",3652,"Auckland"
"4",19648,0.0976730081874717,"2005-01-01","2015-01-01",3652,"Auckland"
"5",12770,0.0634814899508354,"2005-01-01","2015-01-01",3652,"Auckland"
"6",7835,0.0389489016260607,"2005-01-01","2015-01-01",3652,"Auckland"
"7",4718,0.0234538503984371,"2005-01-01","2015-01-01",3652,"Auckland"
"8",2642,0.0131337585317233,"2005-01-01","2015-01-01",3652,"Auckland"
"9",1530,0.0076058480520578,"2005-01-01","2015-01-01",3652,"Auckland"
"1",74233,0.391404528150671,"2006-01-01","2015-01-01",3287,"Auckland"
"10",565,0.0029790464942159,"2006-01-01","2015-01-01",3287,"Auckland"
"11",295,0.00155543135538707,"2006-01-01","2015-01-01",3287,"Auckland"
"12",168,0.000885804975271278,"2006-01-01","2015-01-01",3287,"Auckland"
"13",96,0.000506174271583587,"2006-01-01","2015-01-01",3287,"Auckland"
"14",42,0.000221451243817819,"2006-01-01","2015-01-01",3287,"Auckland"
"15",20,0.000105452973246581,"2006-01-01","2015-01-01",3287,"Auckland"
"16",7,3.69085406363032e-05,"2006-01-01","2015-01-01",3287,"Auckland"
"17",1,5.27264866232903e-06,"2006-01-01","2015-01-01",3287,"Auckland"
"19",1,5.27264866232903e-06,"2006-01-01","2015-01-01",3287,"Auckland"
"2",43985,0.231917451412543,"2006-01-01","2015-01-01",3287,"Auckland"
"21",1,5.27264866232903e-06,"2006-01-01","2015-01-01",3287,"Auckland"
"3",27959,0.147417983950057,"2006-01-01","2015-01-01",3287,"Auckland"
"4",17985,0.0948285861919877,"2006-01-01","2015-01-01",3287,"Auckland"
"5",11225,0.0591854812346434,"2006-01-01","2015-01-01",3287,"Auckland"
"6",6329,0.0333705933838805,"2006-01-01","2015-01-01",3287,"Auckland"
"7",3712,0.0195720718345654,"2006-01-01","2015-01-01",3287,"Auckland"
"8",1984,0.0104609349460608,"2006-01-01","2015-01-01",3287,"Auckland"
"9",1050,0.00553628109544549,"2006-01-01","2015-01-01",3287,"Auckland"
"1",73043,0.410402350839144,"2007-01-01","2015-01-01",2922,"Auckland"
"10",377,0.00211822743132617,"2007-01-01","2015-01-01",2922,"Auckland"
"11",173,0.000972024789441451,"2007-01-01","2015-01-01",2922,"Auckland"
"12",97,0.00054500811893538,"2007-01-01","2015-01-01",2922,"Auckland"
"13",29,0.000162940571640474,"2007-01-01","2015-01-01",2922,"Auckland"
"14",17,9.55168868237264e-05,"2007-01-01","2015-01-01",2922,"Auckland"
"15",4,2.24745616055827e-05,"2007-01-01","2015-01-01",2922,"Auckland"
"16",2,1.12372808027913e-05,"2007-01-01","2015-01-01",2922,"Auckland"
"17",1,5.61864040139567e-06,"2007-01-01","2015-01-01",2922,"Auckland"
"2",42557,0.239112479562196,"2007-01-01","2015-01-01",2922,"Auckland"
"20",1,5.61864040139567e-06,"2007-01-01","2015-01-01",2922,"Auckland"
"3",26441,0.148562470853303,"2007-01-01","2015-01-01",2922,"Auckland"
"4",16128,0.0906174323937094,"2007-01-01","2015-01-01",2922,"Auckland"
"5",9410,0.0528714061771333,"2007-01-01","2015-01-01",2922,"Auckland"
"6",5012,0.0281606256917951,"2007-01-01","2015-01-01",2922,"Auckland"
"7",2659,0.0149399648273111,"2007-01-01","2015-01-01",2922,"Auckland"
"8",1352,0.00759640182268695,"2007-01-01","2015-01-01",2922,"Auckland"
"9",676,0.00379820091134347,"2007-01-01","2015-01-01",2922,"Auckland"
"1",72174,0.436603189198345,"2008-01-01","2015-01-01",2557,"Auckland"
"10",189,0.0011433203474726,"2008-01-01","2015-01-01",2557,"Auckland"
"11",85,0.000514191690662279,"2008-01-01","2015-01-01",2557,"Auckland"
"12",23,0.000139134222179205,"2008-01-01","2015-01-01",2557,"Auckland"
"13",13,7.86410821012897e-05,"2008-01-01","2015-01-01",2557,"Auckland"
"14",4,2.41972560311661e-05,"2008-01-01","2015-01-01",2557,"Auckland"
"15",1,6.04931400779152e-06,"2008-01-01","2015-01-01",2557,"Auckland"
"17",1,6.04931400779152e-06,"2008-01-01","2015-01-01",2557,"Auckland"
"2",41208,0.249280131633073,"2008-01-01","2015-01-01",2557,"Auckland"
"3",24137,0.146012292206064,"2008-01-01","2015-01-01",2557,"Auckland"
"4",13751,0.0831841169211411,"2008-01-01","2015-01-01",2557,"Auckland"
"5",7188,0.0434824690880054,"2008-01-01","2015-01-01",2557,"Auckland"
"6",3661,0.0221465385825247,"2008-01-01","2015-01-01",2557,"Auckland"
"7",1730,0.0104653132334793,"2008-01-01","2015-01-01",2557,"Auckland"
"8",763,0.00461562658794493,"2008-01-01","2015-01-01",2557,"Auckland"
"9",380,0.00229873932296078,"2008-01-01","2015-01-01",2557,"Auckland"
"1",71158,0.470379037269134,"2009-01-01","2015-01-01",2191,"Auckland"
"10",73,0.000482555295548593,"2009-01-01","2015-01-01",2191,"Auckland"
"11",28,0.0001850897024022,"2009-01-01","2015-01-01",2191,"Auckland"
"12",7,4.627242560055e-05,"2009-01-01","2015-01-01",2191,"Auckland"
"13",3,1.98310395430929e-05,"2009-01-01","2015-01-01",2191,"Auckland"
"15",1,6.61034651436428e-06,"2009-01-01","2015-01-01",2191,"Auckland"
"2",38658,0.255542775552294,"2009-01-01","2015-01-01",2191,"Auckland"
"3",21335,0.141031742883962,"2009-01-01","2015-01-01",2191,"Auckland"
"4",10944,0.0723436322532027,"2009-01-01","2015-01-01",2191,"Auckland"
"5",5185,0.0342746466769788,"2009-01-01","2015-01-01",2191,"Auckland"
"6",2336,0.015441769457555,"2009-01-01","2015-01-01",2191,"Auckland"
"7",945,0.00624677745607425,"2009-01-01","2015-01-01",2191,"Auckland"
"8",425,0.00280939726860482,"2009-01-01","2015-01-01",2191,"Auckland"
"9",180,0.00118986237258557,"2009-01-01","2015-01-01",2191,"Auckland"
"1",69264,0.513843140746016,"2010-01-01","2015-01-01",1826,"Auckland"
"10",17,0.000126116501973352,"2010-01-01","2015-01-01",1826,"Auckland"
"11",7,5.19303243419686e-05,"2010-01-01","2015-01-01",1826,"Auckland"
"13",1,7.41861776313837e-06,"2010-01-01","2015-01-01",1826,"Auckland"
"2",35037,0.259926110567079,"2010-01-01","2015-01-01",1826,"Auckland"
"3",17573,0.130367369951631,"2010-01-01","2015-01-01",1826,"Auckland"
"4",7761,0.0575758924597169,"2010-01-01","2015-01-01",1826,"Auckland"
"5",3284,0.0243627407341464,"2010-01-01","2015-01-01",1826,"Auckland"
"6",1136,0.00842754977892519,"2010-01-01","2015-01-01",1826,"Auckland"
"7",470,0.00348675034867503,"2010-01-01","2015-01-01",1826,"Auckland"
"8",174,0.00129083949078608,"2010-01-01","2015-01-01",1826,"Auckland"
"9",72,0.000534140478945963,"2010-01-01","2015-01-01",1826,"Auckland"
"1",66555,0.570000770792117,"2011-01-01","2015-01-01",1461,"Auckland"
"10",2,1.71287137192433e-05,"2011-01-01","2015-01-01",1461,"Auckland"
"2",30382,0.260202290109024,"2011-01-01","2015-01-01",1461,"Auckland"
"3",13022,0.111525055025993,"2011-01-01","2015-01-01",1461,"Auckland"
"4",4571,0.0391476752053305,"2011-01-01","2015-01-01",1461,"Auckland"
"5",1530,0.0131034659952211,"2011-01-01","2015-01-01",1461,"Auckland"
"6",496,0.00424792100237233,"2011-01-01","2015-01-01",1461,"Auckland"
"7",147,0.00125896045836438,"2011-01-01","2015-01-01",1461,"Auckland"
"8",48,0.000411089129261838,"2011-01-01","2015-01-01",1461,"Auckland"
"9",10,8.56435685962163e-05,"2011-01-01","2015-01-01",1461,"Auckland"
"1",62467,0.640385049105038,"2012-01-01","2015-01-01",1096,"Auckland"
"2",24466,0.250815000102516,"2012-01-01","2015-01-01",1096,"Auckland"
"3",7886,0.0808439095401144,"2012-01-01","2015-01-01",1096,"Auckland"
"4",2040,0.0209132101777623,"2012-01-01","2015-01-01",1096,"Auckland"
"5",543,0.00556660447378673,"2012-01-01","2015-01-01",1096,"Auckland"
"6",117,0.00119943411313637,"2012-01-01","2015-01-01",1096,"Auckland"
"7",20,0.000205031472331003,"2012-01-01","2015-01-01",1096,"Auckland"
"8",7,7.1761015315851e-05,"2012-01-01","2015-01-01",1096,"Auckland"
"1",55535,0.745096197708428,"2013-01-01","2015-01-01",730,"Auckland"
"2",15505,0.208025867389379,"2013-01-01","2015-01-01",730,"Auckland"
"3",2995,0.0401830037298414,"2013-01-01","2015-01-01",730,"Auckland"
"4",444,0.0059570129068613,"2013-01-01","2015-01-01",730,"Auckland"
"5",45,0.000603751308127834,"2013-01-01","2015-01-01",730,"Auckland"
"6",10,0.000134166957361741,"2013-01-01","2015-01-01",730,"Auckland"
"1",37838,0.89968376251278,"2014-01-01","2015-01-01",365,"Auckland"
"2",3984,0.0947285826378486,"2014-01-01","2015-01-01",365,"Auckland"
"3",226,0.00537365955726752,"2014-01-01","2015-01-01",365,"Auckland"
"4",9,0.000213995292103574,"2014-01-01","2015-01-01",365,"Auckland"
"1",86490,0.292317415682868,"1993-01-01","2016-01-01",8400,"Auckland"
"10",5642,0.0190687346431118,"1993-01-01","2016-01-01",8400,"Auckland"
"11",4138,0.0139855412891168,"1993-01-01","2016-01-01",8400,"Auckland"
"12",3026,0.010227222798663,"1993-01-01","2016-01-01",8400,"Auckland"
"13",2233,0.00754705502624401,"1993-01-01","2016-01-01",8400,"Auckland"
"14",1685,0.00569493404353836,"1993-01-01","2016-01-01",8400,"Auckland"
"15",1104,0.00373128022793255,"1993-01-01","2016-01-01",8400,"Auckland"
"16",810,0.0027376240802766,"1993-01-01","2016-01-01",8400,"Auckland"
"17",557,0.00188253902804206,"1993-01-01","2016-01-01",8400,"Auckland"
"18",370,0.00125051964160783,"1993-01-01","2016-01-01",8400,"Auckland"
"19",253,0.000855085052234543,"1993-01-01","2016-01-01",8400,"Auckland"
"2",52735,0.178232846757267,"1993-01-01","2016-01-01",8400,"Auckland"
"20",166,0.000561043947315946,"1993-01-01","2016-01-01",8400,"Auckland"
"21",95,0.000321079367439848,"1993-01-01","2016-01-01",8400,"Auckland"
"22",72,0.000243344362691253,"1993-01-01","2016-01-01",8400,"Auckland"
"23",41,0.000138571095421408,"1993-01-01","2016-01-01",8400,"Auckland"
"24",40,0.000135191312606252,"1993-01-01","2016-01-01",8400,"Auckland"
"25",15,5.06967422273445e-05,"1993-01-01","2016-01-01",8400,"Auckland"
"26",8,2.70382625212504e-05,"1993-01-01","2016-01-01",8400,"Auckland"
"27",6,2.02786968909378e-05,"1993-01-01","2016-01-01",8400,"Auckland"
"28",5,1.68989140757815e-05,"1993-01-01","2016-01-01",8400,"Auckland"
"29",1,3.3797828151563e-06,"1993-01-01","2016-01-01",8400,"Auckland"
"3",37991,0.128401328930603,"1993-01-01","2016-01-01",8400,"Auckland"
"30",1,3.3797828151563e-06,"1993-01-01","2016-01-01",8400,"Auckland"
"32",1,3.3797828151563e-06,"1993-01-01","2016-01-01",8400,"Auckland"
"33",1,3.3797828151563e-06,"1993-01-01","2016-01-01",8400,"Auckland"
"34",2,6.7595656303126e-06,"1993-01-01","2016-01-01",8400,"Auckland"
"4",28846,0.0974932150859986,"1993-01-01","2016-01-01",8400,"Auckland"
"5",21956,0.0742065114895717,"1993-01-01","2016-01-01",8400,"Auckland"
