"Observations","count","prop","win_start","win_end","win_days","region"
"14",2,1.54407961274483e-05,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"17",1,7.72039806372416e-06,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"2",31085,0.239988573810866,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"3",18093,0.139685162166961,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"4",10791,0.0833108155056475,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"5",5982,0.046183421217198,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"6",3200,0.0247052738039173,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"7",1620,0.0125070448632331,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"8",709,0.00547376222718043,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"9",321,0.00247824777845546,"2002-01-01","2008-01-01",2191,"Rest of North Island"
"1",55498,0.472798214376991,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"10",38,0.000323729362253156,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"11",16,0.000136307099896066,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"12",1,8.51919374350412e-06,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"13",2,1.70383874870082e-05,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"2",29001,0.247065137755363,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"3",16227,0.138240956875841,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"4",8880,0.0756504404423165,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"5",4476,0.0381319111959244,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"6",1984,0.0169020803871122,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"7",817,0.00696018128844286,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"8",326,0.00277725716038234,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"9",116,0.000988226474246477,"2003-01-01","2008-01-01",1826,"Rest of North Island"
"1",52157,0.509898425050592,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"10",6,5.86573336331375e-05,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"11",1,9.77622227218958e-06,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"2",26369,0.257789205095367,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"3",13404,0.131040483336429,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"4",6369,0.0622647596515754,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"5",2601,0.0254279541299651,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"6",923,0.00902345315723098,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"7",351,0.00343145401753854,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"8",83,0.000811426448591735,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"9",25,0.00024440555680474,"2004-01-01","2008-01-01",1461,"Rest of North Island"
"1",49099,0.569257168032834,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"2",22534,0.261260739005925,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"3",9678,0.112207394696873,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"4",3606,0.0418082109192937,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"5",982,0.0113853752420262,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"6",284,0.00329271544677743,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"7",53,0.000614485629152126,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"8",13,0.000150722890169389,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"9",2,2.31881369491368e-05,"2005-01-01","2008-01-01",1095,"Rest of North Island"
"1",44234,0.663705793208997,"2006-01-01","2008-01-01",730,"Rest of North Island"
"2",16524,0.247933140276382,"2006-01-01","2008-01-01",730,"Rest of North Island"
"3",4691,0.0703857638003211,"2006-01-01","2008-01-01",730,"Rest of North Island"
"4",1017,0.0152595015529581,"2006-01-01","2008-01-01",730,"Rest of North Island"
"5",166,0.00249073476675619,"2006-01-01","2008-01-01",730,"Rest of North Island"
"6",15,0.000225066394586403,"2006-01-01","2008-01-01",730,"Rest of North Island"
"1",34821,0.827632923727806,"2007-01-01","2008-01-01",365,"Rest of North Island"
"2",6555,0.15580063223445,"2007-01-01","2008-01-01",365,"Rest of North Island"
"3",669,0.015900934090747,"2007-01-01","2008-01-01",365,"Rest of North Island"
"4",28,0.000665509946996886,"2007-01-01","2008-01-01",365,"Rest of North Island"
"1",68176,0.333429517432961,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"10",3476,0.0170001320493571,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"11",2610,0.0127647711878084,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"12",2015,0.00985479461434252,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"13",1488,0.00727738679212986,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"14",1105,0.00540424220786525,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"15",840,0.00410820222136363,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"16",580,0.00283661581951298,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"17",423,0.0020687732614724,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"18",279,0.00136451002352435,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"19",190,0.000929236216737011,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"2",37614,0.183959426612347,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"20",144,0.000704263237948051,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"21",81,0.000396148071345779,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"22",77,0.000376585203624999,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"23",30,0.000146721507905844,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"24",23,0.00011248648939448,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"25",11,5.37978862321428e-05,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"26",6,2.93443015811688e-05,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"27",6,2.93443015811688e-05,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"28",3,1.46721507905844e-05,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"29",4,1.95628677207792e-05,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"3",25506,0.124742626021548,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"30",3,1.46721507905844e-05,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"33",3,1.46721507905844e-05,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"37",1,4.8907169301948e-06,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"38",1,4.8907169301948e-06,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"4",17994,0.0880035604419252,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"5",13421,0.0656383119201444,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"6",9975,0.0487849013786931,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"7",7802,0.0381573734893798,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"8",5947,0.0290850935838685,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"9",4635,0.0226684729714529,"1993-01-01","2009-01-01",5844,"Rest of North Island"
"1",67419,0.336864247990127,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"10",3218,0.0160789858946622,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"11",2458,0.0122815871128277,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"12",1900,0.00949349695458611,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"13",1297,0.00648056081584115,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"14",954,0.00476673478667113,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"15",663,0.0033127307794161,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"16",477,0.00238336739333557,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"17",327,0.00163388079165771,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"18",207,0.00103429151031543,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"19",133,0.000664544786821028,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"2",37192,0.185832704597351,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"20",100,0.0004996577344519,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"21",59,0.000294798063326621,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"22",34,0.000169883629713646,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"23",15,7.49486601677851e-05,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"24",11,5.4962350789709e-05,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"25",9,4.4969196100671e-05,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"26",5,2.4982886722595e-05,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"27",5,2.4982886722595e-05,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"28",1,4.996577344519e-06,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"29",2,9.99315468903801e-06,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"3",25243,0.126128601907693,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"30",1,4.996577344519e-06,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"32",2,9.99315468903801e-06,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"33",1,4.996577344519e-06,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"34",1,4.996577344519e-06,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"4",17754,0.0887092341745904,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"5",13160,0.0657549578538701,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"6",9816,0.0490464032137986,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"7",7512,0.0375342890120268,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"8",5779,0.0288752204739753,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"9",4382,0.0218950019236823,"1994-01-01","2009-01-01",5479,"Rest of North Island"
"1",66500,0.340789709688165,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"10",3049,0.0156250800727701,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"11",2235,0.0114536090398955,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"12",1628,0.00834294206574935,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"13",1083,0.00555000384349297,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"14",786,0.00402798062879545,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"15",512,0.00262382453173444,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"16",368,0.00188587388218413,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"17",214,0.00109667665974838,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"18",136,0.000696953391241961,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"19",100,0.000512465728854383,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"2",36771,0.188438773157045,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"20",52,0.000266482179004279,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"21",32,0.000163989033233403,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"22",22,0.000112742460347964,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"23",9,4.61219155968945e-05,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"24",6,3.0747943731263e-05,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"25",9,4.61219155968945e-05,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"26",2,1.02493145770877e-05,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"27",1,5.12465728854383e-06,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"29",2,1.02493145770877e-05,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"3",24924,0.127726958259666,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"30",2,1.02493145770877e-05,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"32",1,5.12465728854383e-06,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"4",17557,0.089973608014964,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"5",12770,0.0654418735747047,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"6",9555,0.0489661003920363,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"7",7306,0.0374407461501012,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"8",5483,0.0280984959130858,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"9",4020,0.0206011222999462,"1995-01-01","2009-01-01",5114,"Rest of North Island"
"1",65461,0.345252975955022,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"10",2737,0.0144354255998059,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"11",1900,0.0100209384872602,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"12",1332,0.00702520529738454,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"13",896,0.00472566362346587,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"14",609,0.00321197449407446,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"15",378,0.00199363934114967,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"16",226,0.00119196426216885,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"17",146,0.00077003001007368,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"18",86,0.000453579321002305,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"19",47,0.000247886373105911,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"2",36439,0.192185777651198,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"20",32,0.000168773700838067,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"21",23,0.000121306097477361,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"22",10,5.27417815118959e-05,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"23",7,3.69192470583271e-05,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"24",8,4.21934252095167e-05,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"25",2,1.05483563023792e-05,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"26",1,5.27417815118959e-06,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"27",1,5.27417815118959e-06,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"28",1,5.27417815118959e-06,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"3",24609,0.129792250122625,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"31",1,5.27417815118959e-06,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"4",17098,0.0901778980290396,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"5",12566,0.0662753226478484,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"6",9237,0.0487175835825382,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"7",6918,0.0364867644499296,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"8",5120,0.0270037921340907,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"9",3712,0.0195777492972158,"1996-01-01","2009-01-01",4749,"Rest of North Island"
"1",64344,0.350780402440155,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"10",2309,0.0125878395691023,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"11",1582,0.00862449640464262,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"12",1047,0.0057078683537679,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"13",644,0.00351085694348284,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"14",439,0.00239327049408224,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"15",219,0.00119390942643283,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"16",153,0.000834101106138003,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"17",93,0.000507002633142708,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"18",31,0.000169000877714236,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"19",34,0.000185355801364001,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"2",36073,0.196657053605988,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"20",15,8.17746182488238e-05,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"21",10,5.45164121658825e-05,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"22",9,4.90647709492943e-05,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"23",5,2.72582060829413e-05,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"24",1,5.45164121658825e-06,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"26",1,5.45164121658825e-06,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"3",24240,0.132147783090099,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"30",1,5.45164121658825e-06,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"4",16905,0.0921599947664244,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"5",12056,0.065724986507188,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"6",8811,0.0480344107593591,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"7",6465,0.0352448604652431,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"8",4627,0.0252247439091539,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"9",3317,0.0180830939154232,"1997-01-01","2009-01-01",4383,"Rest of North Island"
"1",63402,0.358541674913619,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"10",1900,0.0107446008380789,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"11",1177,0.00665599746653622,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"12",743,0.0042017044329961,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"13",438,0.00247691324583081,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"14",259,0.00146465874582233,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"15",130,0.000735156899447501,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"16",85,0.000480679511177212,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"17",46,0.000260132441342962,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"18",26,0.0001470313798895,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"19",9,5.08954776540578e-05,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"2",35809,0.202501795479351,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"20",11,6.2205583799404e-05,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"21",4,2.26202122906923e-05,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"22",4,2.26202122906923e-05,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"23",3,1.69651592180193e-05,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"28",1,5.65505307267309e-06,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"3",23744,0.13427358015755,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"4",16375,0.0926014940650218,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"5",11717,0.0662602568525106,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"6",8185,0.0462866093998292,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"7",5871,0.0332008165896637,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"8",4121,0.0233044737124858,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"9",2773,0.0156814621705225,"1998-01-01","2009-01-01",4018,"Rest of North Island"
"1",62564,0.369259462554078,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"10",1358,0.00801506217870402,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"11",842,0.00496957463510219,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"12",473,0.00279169691496834,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"13",247,0.00145782058773188,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"14",145,0.000855805608182682,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"15",88,0.000519385472552248,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"16",32,0.000188867444564454,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"17",20,0.000118042152852784,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"18",6,3.54126458558351e-05,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"19",11,6.49231840690311e-05,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"2",35160,0.207518104715194,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"20",6,3.54126458558351e-05,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"21",3,1.77063229279176e-05,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"22",1,5.90210764263919e-06,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"26",1,5.90210764263919e-06,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"3",23317,0.137619443903418,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"4",15927,0.0940028684243143,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"5",10914,0.0644156028117641,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"6",7513,0.0443425347191482,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"7",5223,0.0308267082175045,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"8",3372,0.0199019069709793,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"9",2208,0.0130318536749473,"1999-01-01","2009-01-01",3653,"Rest of North Island"
"1",61702,0.382252179138505,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"10",931,0.00576767007192551,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"11",469,0.00290551800615796,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"12",291,0.00180278409337306,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"13",140,0.000867318807808347,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"14",66,0.000408878866538221,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"15",33,0.00020443943326911,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"16",13,8.05367464393465e-05,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"17",12,7.43416120978583e-05,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"18",7,4.33659403904174e-05,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"19",4,2.47805373659528e-05,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"2",34902,0.216222578786621,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"20",1,6.1951343414882e-06,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"24",1,6.1951343414882e-06,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"3",22698,0.140617159283099,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"4",14993,0.0928836491819325,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"5",10039,0.0621929536542,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"6",6459,0.0400143727116723,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"7",4375,0.0271037127440109,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"8",2719,0.0168445702745064,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"9",1562,0.00967679984140456,"2000-01-01","2009-01-01",3288,"Rest of North Island"
"1",60990,0.400013117334558,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"10",520,0.00341050698498065,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"11",266,0.00174460549616318,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"12",143,0.000937889420869679,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"13",59,0.000386961369449728,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"14",31,0.000203318685643077,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"15",12,7.87040073457073e-05,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"16",12,7.87040073457073e-05,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"17",1,6.55866727880895e-06,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"18",1,6.55866727880895e-06,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"19",1,6.55866727880895e-06,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"2",34271,0.224772086312061,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"21",1,6.55866727880895e-06,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"3",21595,0.141634419885879,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"4",13879,0.0910277431625894,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"5",8691,0.0570013773201285,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"6",5570,0.0365317767429658,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"7",3462,0.0227061061192366,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"8",1940,0.0127238145208894,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"9",1025,0.00672263396077917,"2001-01-01","2009-01-01",2922,"Rest of North Island"
"1",60032,0.420698547962101,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"10",283,0.00198323709143914,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"11",124,0.000868980209676515,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"12",59,0.000413466390088019,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"13",16,0.000112126478667937,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"14",12,8.40948590009531e-05,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"15",6,4.20474295004765e-05,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"16",3,2.10237147502383e-05,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"17",1,7.00790491674609e-06,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"2",33196,0.232634411616303,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"3",20060,0.140578572629927,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"4",12684,0.0888882659640074,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"5",7517,0.0526784212591804,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"6",4447,0.0311641531647699,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"7",2469,0.0173025172394461,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"8",1214,0.00850759656892975,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"9",573,0.00401552951729551,"2002-01-01","2009-01-01",2557,"Rest of North Island"
"1",58133,0.442173559187958,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"10",125,0.000950780019928349,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"11",47,0.000357493287493059,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"12",15,0.000114093602391402,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"13",11,8.36686417536947e-05,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"14",1,7.60624015942679e-06,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"2",31374,0.238638178761856,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"3",18711,0.142320359623035,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"4",11069,0.0841934723246952,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"5",6212,0.0472499638703592,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"6",3316,0.0252222923686592,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"7",1528,0.0116223349636041,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"8",644,0.00489841866267086,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"9",285,0.00216777844543664,"2003-01-01","2009-01-01",2192,"Rest of North Island"
"1",55178,0.468404074702886,"2004-01-01","2009-01-01",1827,"Rest of North Island"
"10",45,0.000382003395585739,"2004-01-01","2009-01-01",1827,"Rest of North Island"
"11",10,8.48896434634975e-05,"2004-01-01","2009-01-01",1827,"Rest of North Island"
